id_unik,prompt,versjon,id,k_kode,land,verdikjedeledd,pastand,type,tall,enhet,aar,kilde_url,utgiver,publisert,lokator,sitat,kildetype,sikkerhet,kommentar,kildefil
A:P2-NO-011,P2,A,P2-NO-011,K1|K2,Norge,Kornlagring,Siste kontraktsrunde ble tildelt i 2025; målet er 82500 tonn statseid mathvete innen 2029 gjennom kjøpte lagringstjenester.,vedtak,82500;3,tonn;måneder,2025;2029,https://www.landbruksdirektoratet.no/nb/nyhetsrom/nyhetsarkiv/82-500-tonn-matkorn-pa-lager-innen-2029--i-mal-med-kontrakter,Landbruksdirektoratet,2025-08-12; oppdatert 2026-01-29,Innledning; Hvordan etableres beredskapslager,Staten eier ikke selv lagerkapasitet,primær; kontraktskunngjøring,høy,Omtrent tre måneders kornforbruk; 2029 er fremtidig mål.,P2-A-historikk.md
A:P2-SE-001,P2,A,P2-SE-001,K2,Sverige,Mat og innsatsvarer,Vedtakene i 1987 og 1990 økte lagerambisjonene: fire ukers regional isolasjon og fem måneders vegetabilske industriråvarer.,vedtak,4;5,uker;måneder,1987;1990,https://www.regeringen.se/contentassets/fc08dfb51d014b3996b719005beb146f/livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,Regeringskansliet; SOU 2024:8,2024-02-01,SOU 2024:8 s.117; Lagerhållning inom livsmedelssystemet,fyra veckors isolering,offentlig utredning; historisk tilbakeblikk,høy,Planmål; ikke måling av oppnådd beredskap.,P2-A-historikk.md
A:P2-SE-002,P2,A,P2-SE-002,K2,Sverige,Innsatsvarer og matlagring,Avviklingen fra 1995 ble begrunnet med endrede planforutsetninger og sikrere import gjennom Europa/EU; innsatsvarelagrene var i hovedsak avviklet i 1997.,historisk_hendelse,,,1995–1997,https://data.riksdagen.se/fil/9BBF69E8-BF33-41FB-BE1E-B062D7033AE7,Sveriges regering; Prop. 2001/02:10,2001-09-26,Prop.2001/02:10 s.173–174; Livsmedelsförsörjningen,i huvudsak klar under 1997,primær; regjeringsproposisjon,høy,Innsatsvarer må skilles fra mat og matråvarer.,P2-A-historikk.md
A:P2-SE-003,P2,A,P2-SE-003,K2,Sverige,Mat og matråvarer,"Avviklingen av mat- og matråvarelagrene ble avsluttet i 2001; oppgitt samlet salgsinntekt var cirka 1,1 milliarder SEK.",historisk_hendelse,1.1,milliarder SEK,2001,https://www.regeringen.se/contentassets/fc08dfb51d014b3996b719005beb146f/livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,Regeringskansliet; SOU 2024:8,2024-02-01,SOU 2024:8 s.117; jf. Prop.2001/02:10 s.174,avslutades 2001,offentlig utredning; historisk tilbakeblikk,høy,Salgsinntekt; ikke tonnasje eller gjenanskaffelsesverdi.,P2-A-historikk.md
A:P2-SE-004,P2,A,P2-SE-004,K2,Sverige,Matlagring,En sekundærkilde oppgir 2002 og cirka 690000 tonn; disse opplysningene samsvarer ikke fullt med den kontrollerte primærkilden.,fakta,690000,tonn; sekundærpåstand,2002,https://www.soi.se/aktuellt/2024/februari/maten-hogt-tempo,Sveriges Offentliga Inköpare,2024-02-27,Avsnittet som begynner Utredningen presenteras också,Då vi 2002 sålde ut,sekundær; bransjeformidling,lav,Året avviker fra SOU; tonnasjen er ikke primærverifisert.,P2-A-historikk.md
A:P2-SE-005,P2,A,P2-SE-005,K1|K2,Sverige,Veterinærtjenester,Etter lovendringen 1.7.1995 sluttet Jordbruksverket å krigsplassere veterinærpersonell og innhente regionale organisasjonsplaner.,historisk_hendelse,,,1995 og etterfølgende periode,https://www.ksla.se/wp-content/uploads/2025/09/Hel-Bok_Beredskap-ar-det-nya-grona_KSLA.pdf,KSLA,2025,Folke Cerenius: Veterinär beredskap; s.139,slutade såväl att krigsplacera veterinärpersonal,sekundær; historisk forskning/faghistorie,middels,Direkte faghistorisk beskrivelse; ikke bevis på tap av kliniske ferdigheter.,P2-A-historikk.md
A:P2-SE-006,P2,A,P2-SE-006,K2,Sverige,Tverrsektoriell beredskap,FOI beskrev nesten fraværende aktivitet og planlegging for sivilt forsvar gjennom de foregående 15 årene.,fakta,15,år,ca.2000–2015,https://www.foi.se/download/18.7fd35d7f166c56ebe0be0e7/1542369113585/Utmaningar-i-%C3%A5teruppbyggnaden-av-Sveriges-civila-f%C3%B6rsvar_s%C3%A4rtryck-strategisk-utblick_FOI-S--5265--SE.pdf,FOI; Fredrik Lindgren og Ann Ödlund,2015-12,FOI-S--5265--SE; PDF s.1,nästan ingen verksamhet eller planering,offisiell forskningsanalyse,middels,Samtidsanalyse; omfatter sivilt forsvar generelt.,P2-A-historikk.md
A:P2-SE-007,P2,A,P2-SE-007,K2,Sverige,Tverrsektoriell beredskap,Sivilforsvarsplanlegging ble gjenopptatt i 2015; FOI fremhevet samtidig bevarte ansvarsregler og utviklet fredstidsberedskap.,historisk_hendelse,,,2015,https://www.foi.se/download/18.7fd35d7f166c56ebe0be0e7/1542369113585/Utmaningar-i-%C3%A5teruppbyggnaden-av-Sveriges-civila-f%C3%B6rsvar_s%C3%A4rtryck-strategisk-utblick_FOI-S--5265--SE.pdf,FOI; Fredrik Lindgren og Ann Ödlund,2015-12,PDF s.1–2; Strategisk time-out,inte börja från noll,offisiell forskningsanalyse,høy,Vedtak og videreførte strukturer; ikke dokumentasjon på ferdig gjenoppbygging.,P2-A-historikk.md
A:P2-SE-008,P2,A,P2-SE-008,K2|K3,Sverige,Matforsyningsplanlegging,Eriksson og Bertilsson beskriver direkte at profesjonens matberedskapskunnskap og ekspertise delvis gikk tapt.,fakta,,,Etter den kalde krigen; vurdert 2025,https://www.ksla.se/wp-content/uploads/2025/09/Hel-Bok_Beredskap-ar-det-nya-grona_KSLA.pdf,KSLA,2025,Livsmedelsförsörjningens hotbilder...; s.77,kunskapen och expertisen [...] delvis gått förlorad,sekundær; historisk forskning/faghistorie,middels,Forfatternes historiske vurdering; ingen tallfesting av personell- eller kompetansetap.,P2-A-historikk.md
A:P2-SE-009,P2,A,P2-SE-009,K2,Sverige,Tverrsektoriell beredskap,Riksrevisionen vurderte at den sivile totalforsvarsplanleggingen først for alvor kom i gang i 2022.,fakta,,,2022; vurdert 2025,https://www.regeringen.se/contentassets/d6a10d15914e469c9192ab6e0e906919/riksrevisionens-rapport-om-den-statliga-styrningen-av-det-civila-forsvarets-uppbyggnad-skr.-202425206.pdf,Riksrevisionen; gjengitt av Sveriges regering,2025-02-27; gjengitt 2025-09-04,RiR 2025:4 s.5; gjengitt i Skr.2024/25:206 s.19,först 2022,primær; revisjon,høy,Revisjonsvurdering av 2015–2024; ikke særskilt effektmåling for matforsyningen.,P2-A-historikk.md
A:P2-SE-010,P2,A,P2-SE-010,K3,Sverige,Forskning i matsystemet,Fem forskningssentersatsinger fikk finansiering i 2024; rundt 60 millioner SEK per satsing.,vedtak,5;60,satsinger;millioner SEK per satsing,2024,https://internt.slu.se/nyheter-originalen/2024/12/formas-centrum-livsmedelsberedskap/,Sveriges lantbruksuniversitet,2024-12-13,Innledningen og avsnittet De fem nya satsningarna,Fem satsningar har beviljats medel,primær; institusjonsmelding,høy,Bevilgninger; ikke dokumentert kompetanseeffekt.,P2-A-historikk.md
A:P2-SE-011,P2,A,P2-SE-011,K2,Sverige,Hele matkjeden,Riksdagen vedtok lagerloven 26.5.2026; ikrafttredelse 1.7.2026; statlig eierskap og adgang til privat lagerdrift.,vedtak,,,2026,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/betankande/beredskapslager-i-livsmedelskedjan_hd01mju25/,Sveriges riksdag,2026-05-26,Bet.2025/26:MJU25; Beslut i korthet og Beslut,Lagändringarna börjar gälla den 1 juli 2026.,primær; vedtaksprotokoll,høy,Vedtak; sier ikke hvor mye som faktisk var lagret.,P2-A-historikk.md
A:P2-SE-012,P2,A,P2-SE-012,K2,Sverige,Matforsyningsplanlegging,Historikerne finner også manglende måloppnåelse i beredskapsarbeidet tidlig i 1980-årene.,fakta,,,1980-årene,https://www.ksla.se/wp-content/uploads/2025/09/Hel-Bok_Beredskap-ar-det-nya-grona_KSLA.pdf,KSLA,2025,Eriksson og Bertilsson; s.77; avsluttende avsnitt,bristande förmåga att nå uppställda mål,sekundær; historisk forskning/faghistorie,middels,Den kalde krigens beredskap var heller ikke ferdig eller problemfri.,P2-A-historikk.md
A:P2-FI-001,P2,A,P2-FI-001,K2,Finland,Forsyningsorganisering,Planleggingsorganet PTS kom i 1950-årene; beredskapssjefer i departementene i 1970-årene og kritiske bedrifter i 1980-årene.,historisk_hendelse,,,1950–1980-årene,https://www.huoltovarmuuskeskus.fi/tietoa-huoltovarmuudesta/huoltovarmuuden-historia,Huoltovarmuuskeskus,u.å.; lest 2026-09-15,Tidslinjens avsnitt 1950-luku; 1970-luku; 1980-luku,Kriittisimpiin yrityksiin valmiuspäällikkö,offisiell institusjonshistorie,høy,Offisiell ettertidshistorie; gjelder forsyningsberedskap bredt.,P2-A-historikk.md
A:P2-FI-002,P2,A,P2-FI-002,K2,Finland,Forsyningsorganisering,HVK startet 1.1.1993 og samlet planleggings- og lagerfunksjoner; beredskapsfondet ga finansiering utenfor statsbudsjettet.,historisk_hendelse,,,1993,https://fiia.fi/wp-content/uploads/2017/04/fiiareport49_huoltovarmuus_muutoksessa.pdf,Ulkopoliittinen instituutti / FIIA,2016-11,FIIA Report 49 s.31 og 35,Se aloitti toimintansa 1.1.1993,sekundær; historisk og institusjonell forskning,høy,Institusjonell omorganisering med videreføring.,P2-A-historikk.md
A:P2-FI-003,P2,A,P2-FI-003,K2,Finland,Forsyningsplanlegging,1995-linjen beholdt nasjonal beredskap for en tolvmåneders krise; EU-samarbeidet ble behandlet som supplement.,vedtak,12,måneder; krisescenario,1995,https://fiia.fi/wp-content/uploads/2017/04/fiiareport49_huoltovarmuus_muutoksessa.pdf,Ulkopoliittinen instituutti / FIIA,2016-11,FIIA Report 49 s.45,kansallisiin toimenpiteisiin ja voimavaroihin perustuvasta itsenäisestä huoltovarmuudesta,sekundær; historisk og institusjonell forskning,høy,Tolv måneder gjelder scenarioet; ikke dokumentasjon på tilsvarende kornbeholdning.,P2-A-historikk.md
A:P2-FI-004,P2,A,P2-FI-004,K1|K2,Finland,Matindustri; handel; logistikk,TIETO20 omfattet opplæringsdager og simulering i 2020–2021; nesten 300 personer deltok på tvers av flere sektorer.,historisk_hendelse,nesten 300,personer; alle deltakende sektorer,2020–2021,https://www.huoltovarmuuskeskus.fi/a/tieto20-kehitti-yhteisia-toimintamalleja-kyberhyokkaysten-torjuntaan-tieto22-kaynnistyy,Huoltovarmuuskeskus,2021-11-16,Avsnitt 1–4 og avsnittet Osallistujat kehittivät,yhteistyömallien ja tiedonvaihtokanavien harjoittelu,primær; arrangørens øvelsesrapportering,høy,Arrangøren rapporterer læring; ikke uavhengig kausal evaluering.,P2-A-historikk.md
A:P2-FI-005,P2,A,P2-FI-005,K2,Finland,Kornlagring,"HVK besluttet tilleggskjøp tilsvarende 2,5 måneders matkornbruk; målet ble cirka 8,5 måneder.",vedtak,2.5;8.5,måneder,2022,https://www.huoltovarmuuskeskus.fi/a/huoltovarmuuskeskus-kasvattaa-varmuusvarastoitavan-viljan-maaraa,Huoltovarmuuskeskus,2022-12-12,Avsnitt 1 og avsnittet Lisähankinnalla,"noin 2,5 kuukauden keskimääräistä elintarvikekäyttöä",primær; myndighetsmelding,høy,Begrunnelse: langvarig krevende situasjon; ikke akutt kornmangel.,P2-A-historikk.md
A:P2-FI-006,P2,A,P2-FI-006,K2,Finland,Kornlagring,HVK meldte avsluttede kjøp: cirka ni måneders matkorn på lager mot tidligere seks.,fakta,9;6,måneder,2023,https://www.huoltovarmuuskeskus.fi/a/varmuusvarastoviljan-lisahankinnat-on-saatu-paatokseen,Huoltovarmuuskeskus,2023-03-27,Første avsnitt; anskaffelsesperioden i tredje avsnitt,nyt noin yhdeksän kuukauden edestä viljaa,primær; gjennomføringsrapportering,høy,Rapportert faktisk beholdning i mars 2023; ikke automatisk status i 2026.,P2-A-historikk.md
A:P2-FI-007,P2,A,P2-FI-007,K2,Finland,Kornlagring,Maaseudun Tulevaisuus meldte at lageret på ni måneder skulle reduseres fra våren 2025.,fakta,9,måneder; utgangspunkt,2025,https://www.maaseuduntulevaisuus.fi/uutiset/f9b1a840-2a06-4e1a-978c-a84a40455026,Maaseudun Tulevaisuus; Paula Liesmäki,2025-01-17,Åpent tilgjengelig ingress,Määrää aletaan laskea keväällä,sekundær; journalistikk,middels,Varslet reduksjon; gjennomføring og nytt nivå ikke primærverifisert.,P2-A-historikk.md
A:P2-FI-008,P2,A,P2-FI-008,K2,Finland,Institusjonell kompetanse,Vedvarende beredskapsroller og koordinering taler for organisatorisk kontinuitet; individuell kompetansebevaring følger ikke automatisk.,tolkning,,,1950-årene–2000-årene,https://www.huoltovarmuuskeskus.fi/tietoa-huoltovarmuudesta/huoltovarmuuden-historia,Huoltovarmuuskeskus,u.å.; lest 2026-09-15,Tidslinjen; 1970-luku til 1990-luku,varautumistoimien keskitetty koordinointi,offisiell institusjonshistorie,middels,Egen tolkning; ingen målt effekt eller personellserie.,P2-A-historikk.md
A:P2-FI-009,P2,A,P2-FI-009,K1|K2,Finland,Såfrø og primærproduksjon,Våren 2022 ble 8500 tonn såfrø frigitt fra beredskapslagrene etter den svake avlingen i 2021.,historisk_hendelse,8500,tonn såfrø,2022,https://www.huoltovarmuuskeskus.fi/a/huoltovarmuuskeskus-kasvattaa-varmuusvarastoitavan-viljan-maaraa,Huoltovarmuuskeskus,2022-12-12,Avsnittet som begynner Keväällä 2022,kylvösiemeniä 8 500 tonnia,primær; myndighetsmelding,høy,Faktisk bruk av innsatsvarelager; ikke bare beslutning om oppbygging.,P2-A-historikk.md
A:P2-DK-001,P2,A,P2-DK-001,K2|K3,Danmark,Sivil forsyningsorganisering,Civilforsvaret ble opprettet i 1949; virksomheten omfattet forpleiningsplaner for evakuerte og befolkningsopplæring.,historisk_hendelse,,,1949; den kalde krigen,"https://danmarkshistorien.lex.dk/Civilforsvaret_i_Danmark_under_den_kolde_krig,_1949-1989",Lex; Rosanna Farbøl og Casper Sylvest,2025,Oprettelsen af Civilforsvaret; Civilforsvarets opgaver,forplejning og indkvartering af evakuerede,sekundær; forskningsbasert historieformidling,høy,Generell sivilforsvarshistorie; ikke nasjonal matlagerstatistikk.,P2-A-historikk.md
A:P2-DK-002,P2,A,P2-DK-002,K4,Danmark,Husholdninger,1962-brosjyren beskrev åtte dagers nødmat og rasjoneringskort ved evakuering.,fakta,8,dager; nødmat,1962,"https://danmarkshistorien.lex.dk/Pjecen_'Hvis_krigen_kommer'_fra_Statsministeriet,_1962",Statsministeriet; digital gjengivelse hos Lex,1962-01,Sørg for nødforsyning til 8 dage; Hvad man skal tage med ved evakuering,Sørg for nødforsyning til 8 dage,primær; informasjonsbrosjyre,høy,Instruksjon; verken målt kompetanse eller aktivert rasjonering.,P2-A-historikk.md
A:P2-DK-003,P2,A,P2-DK-003,K3|K4,Danmark,Husholdninger,Gallup fant at 34 prosent ikke hadde lest beredskapsbrosjyren.,tall,34,prosent,1962,https://danmarkshistorien.lex.dk/Gallup_1962_En_tredjedel_af_befolkningen_l%C3%A6ste_ikke_'Hvis_krigen_kommer',Gallup; digital gjengivelse hos Lex,1962-04-07,Første svartabell; Total og har ikke læst pjecen,har ikke læst pjecen,primær; spørreundersøkelse,høy,Måler eksponering/lesing; ikke praktiske ferdigheter.,P2-A-historikk.md
A:P2-DK-004,P2,A,P2-DK-004,K2,Danmark,Beredskapsorganisering,I 1993 ble Civilforsvarsstyrelsen og Statens Brandinspektion samlet i Beredskabsstyrelsen; tyngdepunktet gikk mot fredstidskatastrofer.,historisk_hendelse,,,1993,"https://danmarkshistorien.lex.dk/Civilforsvaret_i_Danmark_under_den_kolde_krig,_1949-1989",Lex; Rosanna Farbøl og Casper Sylvest,2025,Civilforsvaret efter den kolde krig,fuldt fokus på fredstidskatastrofer,sekundær; forskningsbasert historieformidling,høy,Organisasjonsendring; påviser ikke avvikling av bestemte matlagre.,P2-A-historikk.md
A:P2-DK-005,P2,A,P2-DK-005,K4,Danmark,Husholdninger,Beredskabsstyrelsen publiserte råd om tre døgns egenberedskap 15.6.2024.,fakta,3,døgn,2024,https://www.brs.dk/da/nyheder/2024/forberedt-paa-kriser/,Beredskabsstyrelsen,2024-06-15,Innledning og rådet om tre døgn,klare sig selv i tre døgn,primær; myndighetsinformasjon,høy,Informasjonstiltak; ingen dokumentert kompetanseeffekt.,P2-A-historikk.md
A:P2-IS-001,P2,A,P2-IS-001,K2,Island,Forsyningsplanlegging og rasjonering,"1962-loven med 1985-endringer hjemlet planlegging av tilleggsbeholdninger, fordeling og rasjonering samt inngrep i matforsyningen.",vedtak,,,1962;1985; konsolidert 1990,https://www.rna.is/media/sudavik/2-1-log_um_almannavarnir_lagasafn_1990.pdf,Alþingi; Lagasafn 1990; kopi hos RNA,1990; lov 94/1962 med endringer,Lagasafn 1990 s.1353; art.24–25; endringshenvisning L.85/1985,öflun viðbótarbirgða og dreifingu þeirra eða skömmtun,primær; konsolidert lovtekst,høy,Planleggings- og inngrepshjemler; faktiske lagermengder ikke dokumentert.,P2-A-historikk.md
A:P2-IS-002,P2,A,P2-IS-002,K2|K3,Island,Beredskapsorganisering,Lovteksten påla opplæring av ledere/instruktører og kurs- og øvelsesdeltakelse for innkalt hjelpepersonell.,fakta,,,Dokumentert i lovsamlingen 1990,https://www.rna.is/media/sudavik/2-1-log_um_almannavarnir_lagasafn_1990.pdf,Alþingi; Lagasafn 1990; kopi hos RNA,1990; lov 94/1962 med endringer,Art.6 s.1349; art.12 s.1351,Kennsla yfirmanna og leiðbeinenda.,primær; konsolidert lovtekst,høy,Lovkrav; ikke dokumentasjon på gjennomførte kurs.,P2-A-historikk.md
A:P2-IS-003,P2,A,P2-IS-003,K2,Island,Mat og innsatsvarer,2022-rapporten opplyste at bindende minstekrav til mat- og innsatsvarelagre manglet; offentlig lageroversikt var også mangelfull.,fakta,,,2022,https://www.stjornarradid.is/library/?itemid=adee7fcf-7624-11ed-9bb3-005056bc4727,Þjóðaröryggisráð / Stjórnarráð Íslands,2022-12,Þingskjal 689; kap.12.1 Fæðuöryggi; s.50,Ekki eru nein gildandi stjórnvaldsfyrirmæli um lágmarksbirgðir matvæla,primær; offentlig statusrapport,høy,Ikke det samme som fravær av kommersielle lagre; unntak for kjøttstatistikk.,P2-A-historikk.md
A:P2-IS-004,P2,A,P2-IS-004,K2|K3,Island,Matlagring og produksjonsinnsats,Universitetene utarbeidet spesifikke lagerutredninger i 2024–2025; ministeren betegnet slike rapporter som nye i islandsk sammenheng.,historisk_hendelse,,,2024–2025; rapportert 2026,https://www.althingi.is/altext/157/s/1505.html,Atvinnuvegaráðherra / Alþingi,2026-09-04,Þingskjal 1505; svar på spørsmål 1–2,Skýrslur sem þessar hafa ekki verið unnar hérlendis áður,primær; ministersvar,høy,Gjelder denne typen rapporter; ikke all tidligere forskning om matsikkerhet.,P2-A-historikk.md
A:P2-IS-005,P2,A,P2-IS-005,K3,Island,Kunnskapsgrunnlag for hele matkjeden,Et matsikkerhetsdashboard ble utarbeidet mars–juni 2025 med en ekspertgruppe fra universiteter og departement.,historisk_hendelse,,,2025,https://www.althingi.is/altext/157/s/1505.html,Atvinnuvegaráðherra / Alþingi,2026-09-04,Þingskjal 1505; svar på spørsmål 5,mars 2025 til júní 2025,primær; ministersvar,høy,Kunnskapsprodukt; ikke dokumentasjon på oppbygde matlagre.,P2-A-historikk.md
A:P2-IS-006,P2,A,P2-IS-006,K2|K3,Island,Kunnskapsforvaltning,Ministersvar i september 2026 opplyste at utredningskontraktene ikke inneholdt krav om oppfølging.,fakta,,,2026,https://www.althingi.is/altext/157/s/1505.html,Atvinnuvegaráðherra / Alþingi,2026-09-04,Þingskjal 1505; svar på spørsmål 3,Ekki var kveðið á um eftirfylgni,primær; ministersvar,høy,Forfatterne presenterte resultatene; departementet skulle vurdere videre oppfølging.,P2-A-historikk.md
B:P2-NO-001,P2,B,P2-NO-001,K2,Norge,kornlagring,"Stortingets lagerkrav i 1969 var 280000 tonn, oppgitt som om lag sju måneders krigsforbruk.",vedtak,280000;7,tonn;måneder,1969,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Beredskapslagring%20av%20matkorn%20Endelig%20versjon%202022%20.pdf,Landbruksdirektoratet,2022-06-15,"Rapport 31/2022 s.11, pkt. 2.1",280 000 tonn,offisiell rapport,høy,"Historisk dimensjoneringskrav, ikke kontrollert beholdning på én dato.",P2-B-historikk.md
B:P2-NO-002,P2,B,P2-NO-002,K2,Norge,kornlagring,I 1977 ble lagerkravet satt til ett års normalt forbruk ved årsskiftet.,vedtak,1,år,1977,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Beredskapslagring%20av%20matkorn%20Endelig%20versjon%202022%20.pdf,Landbruksdirektoratet,2022-06-15,"Rapport 31/2022 s.11, pkt. 2.1",ett års normalt forbruk,offisiell rapport,høy,Dimensjoneringskrav.,P2-B-historikk.md
B:P2-NO-003,P2,B,P2-NO-003,K2,Norge,kornlagring,Kravet ble seks måneders normalforbruk fra 1.7.1995; beholdningskravet ble fjernet fra 1.7.2000.,historisk_hendelse,6,måneder,1995;2000,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Beredskapslagring%20av%20matkorn%20Endelig%20versjon%202022%20.pdf,Landbruksdirektoratet,2022-06-15,"Rapport 31/2022 s.11, pkt. 2.1",seks måneders normalforbruk,offisiell rapport,høy,Viktig skille fra avviklingen i 2003.,P2-B-historikk.md
B:P2-NO-004,P2,B,P2-NO-004,K2,Norge,forsyningsplanlegging,Regjeringen foreslo i 2002 å avvikle beredskapslagerordningen på grunnlag av endrede planforutsetninger.,vedtak,,,2002,https://www.regjeringen.no/contentassets/dac3934eafdd488c96ff90d247e4e7fd/no/pdfs/stp200220030001_lddddpdfs.pdf,Landbruksdepartementet,2002,St.prp. nr. 1 (2002–2003) s.74,ikkje nødvendig å oppretthalde,primær; budsjettproposisjon,høy,"Forslag/begrunnelse, ikke i seg selv dokumentasjon på gjennomført avvikling.",P2-B-historikk.md
B:P2-NO-005,P2,B,P2-NO-005,K2,Norge,kornlagring,Den tidligere norske beredskapslagerordningen for korn ble avviklet i 2003.,historisk_hendelse,,,2003,https://www.regjeringen.no/no/dokumenter/Prop-1-S-20142015/id2005424/?ch=1,Landbruks- og matdepartementet,2014,"Prop. 1 S (2014–2015), omtale av Vedtak nr. 34",etter 2003,primær; budsjettproposisjon,høy,Senere departementsbekreftelse.,P2-B-historikk.md
B:P2-NO-006,P2,B,P2-NO-006,K2,Norge,mel/bakeriforsyning,En regional melordning på 20 dagers bakeriforbruk startet i 2004 og ble avviklet fra 2014.,historisk_hendelse,20,dager,2004;2014,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Beredskapslagring%20av%20matkorn%20Endelig%20versjon%202022%20.pdf,Landbruksdirektoratet,2022-06-15,"Rapport 31/2022 s.11, pkt. 2.1",20 dagers forbruk,offisiell rapport,høy,Begrenset regional ordning; må ikke blandes med den tidligere nasjonale kornordningen.,P2-B-historikk.md
B:P2-NO-007,P2,B,P2-NO-007,K2,Norge,forsyningsplanlegging,Regjeringen foreslo ikke å gjeninnføre beredskapslagring av matkorn i 2014.,vedtak,,,2014,https://www.regjeringen.no/no/dokumenter/Prop-1-S-20142015/id2005424/?ch=1,Landbruks- og matdepartementet,2014,"Prop. 1 S (2014–2015), pkt. 1.5",foreslår ikkje innføring,primær; budsjettproposisjon,høy,2014 var ikke norsk restart av kornlagring.,P2-B-historikk.md
B:P2-NO-008,P2,B,P2-NO-008,K1,Norge,kornlagring,Bransjeaktører beskrev langtidslagring av korn som særskilt kompetansekrevende.,fakta,,,2022,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Beredskapslagring%20av%20matkorn%20Endelig%20versjon%202022%20.pdf,Landbruksdirektoratet,2022-06-15,"Rapport 31/2022 s.30, pkt. 3.4",særskilt kompetanse,offisiell rapport,høy,"Dokumenterer kompetansebehov, ikke hvor mye kompetanse som var gått tapt.",P2-B-historikk.md
B:P2-NO-009,P2,B,P2-NO-009,K2|K3,Norge,kornforvaltning,Landbruksdirektoratet oppga i 2022 at etaten fortsatt hadde kompetanse på kornmarked og priser.,fakta,,,2022,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Beredskapslagring%20av%20matkorn%20Endelig%20versjon%202022%20.pdf,Landbruksdirektoratet,2022-06-15,Rapport 31/2022 s.49,kompetanse på kornmarkedet,offisiell rapport,høy,Motbelegg mot en påstand om fullstendig kompetansebortfall.,P2-B-historikk.md
B:P2-NO-010,P2,B,P2-NO-010,K1|K2,Norge,kornlagring,Ved utgangen av 2024 var 15000 tonn matkorn fysisk på beredskapslager.,fakta,15000,tonn,2024,https://www.regjeringen.no/no/aktuelt/inngar-kontraktar-for-lagring-av-matkorn-med-oppstart-i-2026-og-2027/id3087845/,Landbruks- og matdepartementet,2025-02-14,Siste avsnitt i hovedteksten,15 000 tonn matkorn,primær; myndighetsmelding,høy,"Faktisk beholdning, i motsetning til senere kontraktsmål.",P2-B-historikk.md
B:P2-NO-011,P2,B,P2-NO-011,K1|K2,Norge,kornlagring,"Kontraktsopplegget skal gi 82500 tonn statseid mathvete innen 2029, rundt tre måneders forbruk; staten kjøper privat lagerkapasitet.",vedtak,82500;3,tonn;måneder,2025–2029,https://www.landbruksdirektoratet.no/nb/nyhetsrom/nyhetsarkiv/82-500-tonn-matkorn-pa-lager-innen-2029--i-mal-med-kontrakter,Landbruksdirektoratet,2025-08-12; oppdatert 2026-01-29,Avsnitt 'Hvordan etableres beredskapslager',Staten eier ikke selv lagerkapasitet,primær; kontrakts-/myndighetsmelding,høy,"2029 er mål, ikke dokumentert 2026-beholdning.",P2-B-historikk.md
B:P2-SE-001,P2,B,P2-SE-001,K2,Sverige,mat og innsatsvarer,Svenske planmål i 1987/1990 omfattet fire ukers regional isolasjon og fem måneders vegetabilske industriråvarer.,vedtak,4;5,uker;måneder,1987;1990,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/statens-offentliga-utredningar/livsmedelsberedskap-for-en-ny-tid_hcb38/html/,Regeringskansliet / SOU 2024:8,2024-02-01,"SOU 2024:8, historikk om lagerhållning, omkring s.117",fyra veckors isolering,offentlig utredning; historisk tilbakeblikk,høy,"Planmål, ikke direkte beholdningsmåling.",P2-B-historikk.md
B:P2-SE-002,P2,B,P2-SE-002,K2,Sverige,jordbruksinnsatsvarer,"Avviklingen fra midten av 1990-årene ble knyttet til sikrere import, nytt sikkerhetsbilde og EU-medlemskap; innsatsvarelagrene var i hovedsak avviklet i 1997.",historisk_hendelse,,,1995–1997,https://data.riksdagen.se/fil/9BBF69E8-BF33-41FB-BE1E-B062D7033AE7,Sveriges regering,2001,"Prop. 2001/02:10, s.173–174",i huvudsak klar under 1997,primær; regjeringsproposisjon,høy,Innsatsvarer og matlagre hadde ulik avviklingstakt.,P2-B-historikk.md
B:P2-SE-003,P2,B,P2-SE-003,K2,Sverige,mat og matråvarer,"Avviklingen av mat- og matråvarelagrene ble avsluttet i 2001 og ga ca. 1,1 mrd. SEK i salgsinntekt.",historisk_hendelse,1.1,milliarder SEK,2001,https://www.riksdagen.se/sv/dokument-och-lagar/dokument/statens-offentliga-utredningar/livsmedelsberedskap-for-en-ny-tid_hcb38/html/,Regeringskansliet / SOU 2024:8,2024-02-01,SOU 2024:8 omkring s.117,avslutades 2001,offentlig utredning; historisk tilbakeblikk,høy,"Best dokumenterte sluttår; beløpet er salgsinntekt, ikke tonnasje.",P2-B-historikk.md
