priority,source,id,title,year,url,url_type,access,target_path,note
P2,sources.ts,src-94,"Dokumenterer 500 000+ tonn smaapelagisk fisk fra Vest-Afrika til EU aarlig, inkl. norsk laksenaering.",,https://www.greenpeace.org/,landing_page,unknown,research/evidence-pack/offentlig/src-94.pdf,sourcedoc; filename=greenpeace-feeding-monster-2021.md
P2,sources.ts,src-147,"Norsk lokalmat 2025: NOK 13,55 mrd totalt, NOK 938m direkte salg, Bondens Marked NOK 76,4m.",,https://stiftelsennorskmat.no/,landing_page,unknown,research/evidence-pack/offentlig/src-147.pdf,sourcedoc; filename=lokalmatrapport-2025.pdf
P2,sources.ts,src-149,"Koebenhavns matstrategi — grunnlag for Madhus-modellen (87,8% oekologisk, 70k maaltider/dag).",,https://www.kk.dk/,landing_page,unknown,research/evidence-pack/offentlig/src-149.pdf,sourcedoc; filename=kbh-food-strategy-2019.pdf
P2,sources.ts,src-150,Finsk nasjonal veileder for ansvarlig matinnkjoep i offentlig sektor.,,https://www.motiva.fi/,landing_page,unknown,research/evidence-pack/offentlig/src-150.pdf,sourcedoc; filename=motiva-responsible-food-procurement-2026.pdf
P2,sources.ts,src-154,"Campusforsok ved Turku som reduserte plateavfall med 30 % gjennom kampanjer og kompostering av kjokkenavfall (7,5 m³/aar) til jordbruk.",,https://www.mdpi.com/2071-1050/13/11/6231,landing_page,unknown,research/evidence-pack/offentlig/src-154.pdf,sourcedoc; filename=mdpi-2071-1050-13-11-6231-turku-circular-food.pdf
P2,sources.ts,src-155,Rammeverk for nested sirkularitet analysert paa tre finske landbruksregioner: husdyr dominerer naeringsflyt; internasjonal forhandel skaper ubalanse; biomasse og menneskelig avfall kan gi energi og lukke naeringslokken.,,https://ui.adsabs.harvard.edu/abs/2021RCR...16405218K/abstract,landing_page,unknown,research/evidence-pack/offentlig/src-155.pdf,sourcedoc; filename=nested-circularity-finland-2023.pdf
P2,sources.ts,src-156,"System-dynamikk-modell for den norske hvitfiskverdikjeden med scenarier for teknologi, forbrukeratferd og regulering.",,https://orbit.dtu.dk/en/publications/system-dynamics-modeling-of-food-loss-and-waste-in-the-norwegian-/,landing_page,unknown,research/evidence-pack/offentlig/src-156.pdf,sourcedoc; filename=jcleprod-norwegian-seafood-sd-2025.pdf
P2,sources.ts,src-157,"Fosforutslipp fra norsk akvakultur doblet 2005-2021; utnyttelsesgrad bare 19 %. Fytase, IMTA og slaminnsamling kan redusere utslipp, men lokal spredning risikerer akkumulering.",,https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2023.1248984/full,landing_page,unknown,research/evidence-pack/offentlig/src-157.pdf,sourcedoc; filename=frontiers-phosphorus-aquaculture-norway-2023.pdf
P2,sources.ts,src-158,Rapport som viser at 56 % av husholdningers og 79 % av retail/horeca sitt matsvinn i Danmark er unngaaelig. Mulig besparelse €150-250m aarlig innen 2035.,,https://mst.dk/media/sexld3zc/potential-for-denmark-as-a-circular-economy-2015.pdf,direct_pdf,unknown,research/evidence-pack/offentlig/src-158.pdf,sourcedoc; filename=ellen-macarthur-denmark-circular-2015.pdf
P2,sources.ts,src-159,"LCA-basert kvantifisering av 716 000 tonn unngaaelig matsvinn i Danmark: husholdning 36 %, grossist/retail 23 %, prosess 19 %, primaer 14 %. Besparelse > 2 Mt CO2-ekv hvis halvert.",,https://www2.mst.dk/Udgiv/publications/2017/04/978-87-93529-80-9.pdf,direct_pdf,unknown,research/evidence-pack/offentlig/src-159.pdf,sourcedoc; filename=mst-denmark-food-waste-978-87-93529-80-9-2017.pdf
P2,sources.ts,src-160,"Produktivitet og distribusjon har forbedret seg i svensk matverdikjede, men markedskonsentrasjon, ujevn forhandlingsstyrke og hoyt matsvinn bremser baerekraft. Etterlyser sirkulaer forskning.",,https://pub.epsilon.slu.se/13495/1/eriksson_m_160703.pdf,direct_pdf,unknown,research/evidence-pack/offentlig/src-160.pdf,sourcedoc; filename=slu-eriksson-food-chain-sustainability-2016.pdf
P2,sources.ts,src-161,Syntese av 8 sirkulaer-muligheter i Norden. To gjelder mat: prediktiv styring for etterspurselsprognose/logistikk og digitale plattformer for matsvinnreduksjon.,,https://norden.diva-portal.org/smash/get/diva2:1657847/FULLTEXT01,landing_page,unknown,research/evidence-pack/offentlig/src-161.pdf,sourcedoc; filename=nordic-council-low-carbon-circular-transition-2022.pdf
P2,sources.ts,src-162,Policy-rapport som prioriterer avfallsforebygging fremfor resirkulering. Framhever Too Good To Go (NO) og ResQ (FI) som digitale plattformer mot matsvinn.,,https://pub.norden.org/nord2025-007/nord2025-007.pdf,direct_pdf,unknown,research/evidence-pack/offentlig/src-162.pdf,sourcedoc; filename=nordic-council-waste-prevention-nord2025-007.pdf
P2,sources.ts,src-163,35-45 % av fisk spises typisk globalt; 100 % Fish-initiativet i Island naaet ~90 % utnyttelse via kollagen og biprodukter. Fem-trinns klynge-strategi beskrevet.,,https://sjavarklasinn.is/wp-content/uploads/2022/03/Analysis-mar22-2.pdf,direct_pdf,unknown,research/evidence-pack/offentlig/src-163.pdf,sourcedoc; filename=iceland-ocean-cluster-seafood-circular-2022.pdf
P3,md-scrape,bibliotek/KILDEREGISTER,Sentralt Kilderegister: Food Systems 2026,,https://www.regjeringen.no/no/dep/nfd/,landing_page,unknown,,cited in bibliotek/KILDEREGISTER.md
P3,md-scrape,bibliotek/MASTER-PHD-BACKLOG-2026,Backlog: Nye Masteroppgaver og Ph.D.-avhandlinger (2024-2025),,http://hdl.handle.net/11250/3148444,landing_page,unknown,,cited in bibliotek/MASTER-PHD-BACKLOG-2026.md
P3,md-scrape,bibliotek/akademia/internasjonalt/agrifood-planetary-boundaries-disclosure-2025,Corporate Agrifood Firms and Planetary Boundary Disclosure Failures,,https://doi.org/10.5751/ES-2025,doi,unknown,,cited in bibliotek/akademia/internasjonalt/agrifood-planetary-boundaries-disclosure-2025.md
P3,md-scrape,bibliotek/akademia/internasjonalt/eat-lancet-scores-nordic-cohorts-2024,"EAT-Lancet Diet Scores in Danish and Swedish Cohorts: Mortality, Stroke, and GHG",,https://doi.org/10.1016/S2542-5196(24,doi,unknown,,cited in bibliotek/akademia/internasjonalt/eat-lancet-scores-nordic-cohorts-2024.md
P3,md-scrape,bibliotek/akademia/internasjonalt/environmental-sustainability-nordic-baltic-nnr-2024,Environmental Sustainability of Diets in the Nordic-Baltic Region: Scoping Review for NNR 2023,,https://doi.org/10.1080/16546628.2024,doi,unknown,,cited in bibliotek/akademia/internasjonalt/environmental-sustainability-nordic-baltic-nnr-2024.md
P3,md-scrape,bibliotek/akademia/internasjonalt/filippinene-rismarked-nfa-tariffication,"Sammendrag: Filippinene, rismarkedet og tariffication",,https://doi.org/10.62986/dp2015.04,doi,unknown,,cited in bibliotek/akademia/internasjonalt/filippinene-rismarked-nfa-tariffication.md
P3,md-scrape,bibliotek/akademia/internasjonalt/food-regime-theory-overview,Sammendrag: Matregimeteori — oversikt over akademisk rammeverk,,https://www.tandfonline.com/doi/full/10.1080/03066150902820354,landing_page,unknown,,cited in bibliotek/akademia/internasjonalt/food-regime-theory-overview.md
P3,md-scrape,bibliotek/akademia/internasjonalt/kjopermakt-teori-empiri,Sammendrag: Kjøpermakt — teori og empiri,,https://doi.org/10.1023/A:1015268420311,doi,unknown,,cited in bibliotek/akademia/internasjonalt/kjopermakt-teori-empiri.md
P3,md-scrape,bibliotek/akademia/internasjonalt/matsikkerhet-beredskap-global,Sammendrag: Matsikkerhet og beredskap — global litteratur,,https://doi.org/10.1111/cjag.12279,doi,unknown,,cited in bibliotek/akademia/internasjonalt/matsikkerhet-beredskap-global.md
P3,md-scrape,bibliotek/akademia/internasjonalt/matsystem-governance-litteratur,Sammendrag: Matsystem-governance — internasjonal litteratur,,https://doi.org/10.7551/mitpress/9780262012751.001.0001,doi,unknown,,cited in bibliotek/akademia/internasjonalt/matsystem-governance-litteratur.md
P3,md-scrape,bibliotek/akademia/internasjonalt/multicriteria-meat-milk-alternatives-2024,Multicriteria Analysis of Meat and Milk Alternatives,,https://doi.org/10.1073/pnas.2402486121,doi,unknown,,cited in bibliotek/akademia/internasjonalt/multicriteria-meat-milk-alternatives-2024.md
P3,md-scrape,bibliotek/akademia/internasjonalt/sustainability-plant-based-sweden-2024,Sustainability Benefits of Transitioning to Plant-Based Diets in Sweden,,https://doi.org/10.1038/s41467-024,doi,unknown,,cited in bibliotek/akademia/internasjonalt/sustainability-plant-based-sweden-2024.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/drager-vagene-2017,"Sammendrag: Dräger & Vågene (NHH, 2017) — Markedskonsentrasjon i Skandinavia",,https://www.nhh.no/contentassets/ef25235953bd4af58671fa1bd5771495/drager-og-vagene.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/drager-vagene-2017.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/eriksson-2015,"Sammendrag: Eriksson (SLU Uppsala, 2015) - Supermarket food waste",,https://pub.epsilon.slu.se/12756/1/Eriksson_m_151029.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/eriksson-2015.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/fretheim-rodnova-2020,"Sammendrag: Fretheim & Rodnova (NHH, 2020) — Etableringshindringer i dagligvaremarkedet",,https://www.nhh.no/contentassets/4c75bee2502f412fad66c9ad9ab96154/fretheimrodnova-etableringshindringer-var-2020_isf_mro-2.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/fretheim-rodnova-2020.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/gangstoe-2019,"Sammendrag: Gangstøe (UiB, 2019) — Hemmelige kontrakter i dagligvaremarkedet",,https://beccle.no/files/2020/01/Susanne_Helen_Gangstoe_Masteroppgave.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/gangstoe-2019.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/granlund-lindskog-2024,"Sammendrag: Granlund & Lindskog (NTNU, 2024) - OT-sikkerhet i norsk matforsyning",,https://hdl.handle.net/11250/3156087,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/granlund-lindskog-2024.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/handlykken-2023,"Sammendrag: Handlykken (OsloMet, 2023) - Nudging i dagligvare og forbrukeratferd",,https://hdl.handle.net/11250/3101983,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/handlykken-2023.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/hasle-tjostheim-2024,"Sammendrag: Hasle & Tjostheim (NHH, 2024) — Lavprissegmentets utvikling",,https://www.nhh.no/contentassets/36d52bb70566431483b8cda67cf6f995/tjostheim--hasle_offentlig-versjon.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/hasle-tjostheim-2024.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/huynh-mortensen-2025,"Sammendrag: Huynh & Mortensen (Aalborg Universitet, 2025) — Salling Group vs. Coop Danmark",,https://projekter.aau.dk/projekter/files/783577089/Afgangsprojekt_HD1_Analyse_af_Salling_Group_AS_og_Coop_Danmark_AS.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/huynh-mortensen-2025.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/jevne-schiotz-2021,"Sammendrag: Jevne & Schiotz (NMBU, 2021) - Digitalisering av REKO-ringen",,https://hdl.handle.net/11250/2788657,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/jevne-schiotz-2021.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/johannsson-2011,"Sammendrag: Johannsson (University of Iceland, 2011) - Food security in Iceland",,https://hdl.handle.net/1946/7794,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/johannsson-2011.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/lindstrom-2021,"Sammendrag: Lindstrom (Umea University, 2021) - Offentlig innkjop, organisk jordbruk og melk",,https://urn.kb.se/resolve?urn=urn:nbn:se:umu:diva-188194,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/lindstrom-2021.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/martens-norum-2020,"Sammendrag: Martens & Norum (NHH, 2020) — Importvernets påvirkning på leverandørkonsentrasjon",,https://www.nhh.no/contentassets/4c75bee2502f412fad66c9ad9ab96154/importvern_til_godkjenning---sensurert-adobe.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/martens-norum-2020.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/meile-2020,"Sammendrag: Meile (NHH, 2020) — Uniform Pricing i norsk dagligvare",,https://www.nhh.no/contentassets/4c75bee2502f412fad66c9ad9ab96154/thesis_food_ng_meile_uniform_pricing_public_version.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/meile-2020.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/moe-2018,"Sammendrag: Moe (NMBU, 2018) - Alternative food networks og CSA",,https://hdl.handle.net/11250/2569075,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/moe-2018.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/nilsen-paulsen-2025,"Sammendrag: Nilsen & Paulsen (NHH, 2025) — Pristransmisjon for kakao og kaffe",,https://www.nhh.no/contentassets/398b849b83b24d43995c73b0919b01f8/nilsen_paulsen_pass-through-av-ravarepriser-for-kakao--og-kaffeprodukter.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/nilsen-paulsen-2025.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/ortiz-cuadra-2023,"Sammendrag: Ortiz Cuadra (Uppsala University, 2023) - Learning for Crisis og lokal matproduksjon",,https://urn.kb.se/resolve?urn=urn:nbn:se:uu:diva-504614,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/ortiz-cuadra-2023.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/paschen-eriksen-2014,"Sammendrag: Paschen-Eriksen (UiA, 2014) - Matpolitikk i Norge",,http://hdl.handle.net/11250/276369,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/paschen-eriksen-2014.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/rislakki-2024,"Sammendrag: Rislakki (JYU, 2024) — Planetary Health Diet i finsk dagligvare",,https://jyx.jyu.fi/bitstream/handle/123456789/94423/URN%3ANBN%3Afi%3Ajyu-202404243036.pdf?sequence=1,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/rislakki-2024.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/sandanger-2012,"Sammendrag: Sandanger (NHH, 2012) — EMV og horisontal konkurranse",,https://openaccess.nhh.no/nhh-xmlui/handle/11250/166778,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/sandanger-2012.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/sandbraaten-2023,"Sammendrag: Sandbraaten (UiO, 2023) - Hvordan kan Norge vri matkonsumet gronnere?",,https://hdl.handle.net/10852/103341,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/sandbraaten-2023.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/sedwall-bjerne-grandin-2025,"Sammendrag: Sedwall, Bjerne & Grandin (JIBS, 2025) — Hybride forsyningskjeder i svensk dagligvare",,https://hj.diva-portal.org/smash/record.jsf?pid=diva2:1966137,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/sedwall-bjerne-grandin-2025.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/selmani-forre-2023,"Sammendrag: Selmani & Førre (NHH, 2023) — Hvorfor mislyktes Lidl i Norge?",,https://www.nhh.no/contentassets/6547405137a14bf4afcad1355d45a1be/lidl-selmani--forre-h23.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/selmani-forre-2023.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/skjervheim-bernes-flo-2016,"Sammendrag: Skjervheim Bernes & Flo (NHH, 2016) — Paraplykjedenes overtakelse av distribusjonen",,https://beccle.no/files/2016/09/Paraplykjedenes-overtakelse-av-distribusjonen-i-dagligvaremarkedet.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/skjervheim-bernes-flo-2016.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/skulstad-svensson-2024,"Sammendrag: Skulstad & Svensson (NHH, 2024) — ICAs fall i Norge",,https://www.nhh.no/contentassets/36d52bb70566431483b8cda67cf6f995/icas-fall-i-norge---skulstad--svensson-v24.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/skulstad-svensson-2024.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/stahl-2024,"Sammendrag: Stahl (KTH, 2024) — Sodertaljes matforsyningsstrategi",,https://kth.diva-portal.org/smash/record.jsf?pid=diva2:1877280,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/stahl-2024.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/tallaksen-2022,"Sammendrag: Tallaksen (Universitetet i Agder, 2022) - Studenter og kjottreduksjon",,https://hdl.handle.net/11250/3008873,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/tallaksen-2022.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/tanderup-rasmussen-hansen-2023,"Sammendrag: Tanderup, Rasmussen & Hansen (Aalborg Universitet, 2023) - Coop i omstilling",,https://projekter.aau.dk/projekter/files/532660255/HDR___Afgangsprojekt___Gruppe_25.pdf,direct_pdf,unknown,,cited in bibliotek/akademia/masteroppgaver/tanderup-rasmussen-hansen-2023.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/tesdal-2012,"Sammendrag: Tesdal (Universitetet i Oslo, 2012) - Nokkelhull og private aktorer",,https://hdl.handle.net/10852/34009,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/tesdal-2012.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/ulsaker-2016,"Sammendrag: Ulsaker (NHH, 2016) - Vertikale restriksjoner",,https://hdl.handle.net/11250/3197662,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/ulsaker-2016.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/vangelsten-2017,"Sammendrag: Vangelsten (Nord University, 2017) - Norsk matsystem, selvforsyning og kjottkonsum",,https://hdl.handle.net/11250/2491452,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/vangelsten-2017.md
P3,md-scrape,bibliotek/akademia/masteroppgaver/zakeri-lei-2024,"Sammendrag: Zakeri & Lei (Uppsala University, 2024) — AI i svensk primarproduksjon",,https://uu.diva-portal.org/smash/record.jsf?pid=diva2:1872486,landing_page,unknown,,cited in bibliotek/akademia/masteroppgaver/zakeri-lei-2024.md
P3,md-scrape,bibliotek/akademia/nhh-food/aursland-steen-ulsaker-unemployment-shocks-cyclical-prices-shopping-behavior-2021,"Unemployment shocks, cyclical prices and shopping behavior",,https://hdl.handle.net/11250/2724777,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/aursland-steen-ulsaker-unemployment-shocks-cyclical-prices-shopping-behavior-2021.md
P3,md-scrape,bibliotek/akademia/nhh-food/evensen-steen-co-location-2024,"Co-Location, Good, Bad, or Both: How Do New Entries of Discount Variety Stores Affect Local Grocery Businesses?",,https://doi.org/10.1093/jeea/jvad074,doi,unknown,,cited in bibliotek/akademia/nhh-food/evensen-steen-co-location-2024.md
P3,md-scrape,bibliotek/akademia/nhh-food/food-global-grocery-giants-2025,Global Grocery Giants Reshape Retail in 2025,,https://www.nhh.no/en/research-centres/food/food-news/2025/global-grocery-giants-reshape-retail-in-2025/,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/food-global-grocery-giants-2025.md
P3,md-scrape,bibliotek/akademia/nhh-food/food-grensehandel-2025,Grensehandel — trussel og mulighet,,https://nhh.no/en/research-centres/food/food-news/2025/cross-border-shopping--threat-and-opportunity,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/food-grensehandel-2025.md
P3,md-scrape,bibliotek/akademia/nhh-food/food-konsentrasjon-nordisk-2024,All Retail Sectors Are Highly Concentrated — FOOD Konsentrasjonsstudie,,https://www.nhh.no/en/research-centres/food/food-news/2024/all-retail-sectors-are-highly-concentrated/,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/food-konsentrasjon-nordisk-2024.md
P3,md-scrape,bibliotek/akademia/nhh-food/food-publikasjonsliste-komplett,Sammendrag: NHH FOOD Research Centre — Komplett publikasjonsliste,,https://www.nhh.no/en/research-centres/food/research/,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/food-publikasjonsliste-komplett.md
P3,md-scrape,bibliotek/akademia/nhh-food/foros-size-based-price-discrimination-2025,Size-Based Wholesale Price Discrimination With Ex-Ante Investments Into Alternative Sourcing,,https://onlinelibrary.wiley.com/doi/10.1111/joie.12420,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/foros-size-based-price-discrimination-2025.md
P3,md-scrape,bibliotek/akademia/nhh-food/friberg-halseth-steen-ulsaker-informed-consumers-pay-less-2025,Do Informed Consumers Pay Less? Evidence from a Survey with Linked Grocery Purchase Data,,https://hdl.handle.net/11250/3207182,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/friberg-halseth-steen-ulsaker-informed-consumers-pay-less-2025.md
P3,md-scrape,bibliotek/akademia/nhh-food/frode-steen-profil,Sammendrag: Frode Steen — Publikasjonsprofil,,https://www.nhh.no/en/employees/faculty/frode-steen/,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/frode-steen-profil.md
P3,md-scrape,bibliotek/akademia/nhh-food/gabrielsen-merger-control-2025,Merger Control in Retail Markets with National Pricing,,https://doi.org/10.1086/731741,doi,unknown,,cited in bibliotek/akademia/nhh-food/gabrielsen-merger-control-2025.md
P3,md-scrape,bibliotek/akademia/nhh-food/oystein-foros-profil,Sammendrag: Øystein Foros — Publikasjonsprofil,,https://www.nhh.no/en/employees/faculty/oystein-foros/,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/oystein-foros-profil.md
P3,md-scrape,bibliotek/akademia/nhh-food/ozhegova-assortment-market-power-2024,Assortment Choice and Market Power under Uniform Pricing,,https://www.nhh.no/en/calendar/economics/v-2023/alina-ozhegova/,landing_page,unknown,,cited in bibliotek/akademia/nhh-food/ozhegova-assortment-market-power-2024.md
P3,md-scrape,bibliotek/akademia/nmbu/baerekraft-matsystem-kriterier-2024,Bærekraft i det norske matsystemet — Kriterier for bærekraftig produksjon,,https://www.nmbu.no/forskning/ny-rapport-debatten-om-baerekraftig-matproduksjon-er-villedende,landing_page,unknown,,cited in bibliotek/akademia/nmbu/baerekraft-matsystem-kriterier-2024.md
P3,md-scrape,bibliotek/akademia/nmbu/brekken-regional-food-networks-2024,Institutional Bricolage in Regional Food Networks,,https://nmbu.brage.unit.no/,landing_page,unknown,,cited in bibliotek/akademia/nmbu/brekken-regional-food-networks-2024.md
P3,md-scrape,bibliotek/akademia/nmbu/foods-of-norway-novel-feed-2024,Novel Microbial Protein Feed Ingredients for Sustainable Salmon Aquaculture,,https://doi.org/10.1016/j.aquaculture.2024,doi,unknown,,cited in bibliotek/akademia/nmbu/foods-of-norway-novel-feed-2024.md
P3,md-scrape,bibliotek/akademia/nmbu/klimatiltak-landbruk-karbonlagring-2024,"Klimatiltak i landbruket — Utredning om modeller, karbonlagring og bærekraftig matproduksjon",,https://www.nmbu.no/forskning/klimatiltak-i-landbruket-en-utredning-om-modeller-karbonlagring-og-baerekraftig,landing_page,unknown,,cited in bibliotek/akademia/nmbu/klimatiltak-landbruk-karbonlagring-2024.md
P3,md-scrape,bibliotek/akademia/nmbu/nmbu-greenplantfood-protein-2024,GreenPlantFood og FoodProFuture: Plantebasert Protein fra Norske Avlinger,,https://www.nmbu.no/forskning/prosjekter/greenplantfood,landing_page,unknown,,cited in bibliotek/akademia/nmbu/nmbu-greenplantfood-protein-2024.md
P3,md-scrape,bibliotek/akademia/nmbu/nmbu-sustainable-food-systems-arena,NMBU Sustainability Arena: Sustainable Food Systems,,https://www.nmbu.no/en/research/projects/nmbu-sustainability-arena-sustainable-food-systems,landing_page,unknown,,cited in bibliotek/akademia/nmbu/nmbu-sustainable-food-systems-arena.md
P3,md-scrape,bibliotek/akademia/nmbu/smart-landbruk-digitalisering-2024,Digitaliserer norsk matproduksjon — Smart landbruk og grønn innovasjon,,https://www.nmbu.no/forskning/prosjekter/nmbu-baerekraftsarena-smart-landbruk-og-gronn-innovasjon,landing_page,unknown,,cited in bibliotek/akademia/nmbu/smart-landbruk-digitalisering-2024.md
P3,md-scrape,bibliotek/akademia/pubmed/parra-lopez-c-2026-enabling-the-circular-food-economy,"Enabling the Circular Food Economy Through Industry 4.0: A Review of Applications, Challenges, and Policies in the Europ",,https://doi.org/10.1111/1541-4337.70431,doi,unknown,,cited in bibliotek/akademia/pubmed/parra-lopez-c-2026-enabling-the-circular-food-economy.md
P3,md-scrape,bibliotek/akademia/pubmed/sigala-eg-2025-reducing-food-waste-in-the,Reducing food waste in the HORECA sector using AI-based waste-tracking devices,,https://doi.org/10.1016/j.wasman.2025.02.044,doi,unknown,,cited in bibliotek/akademia/pubmed/sigala-eg-2025-reducing-food-waste-in-the.md
P3,md-scrape,bibliotek/akademia/pubmed/zamanzadeh-m-2017-biogas-production-from-food-waste,Biogas production from food waste via co-digestion and digestion- effects on performance and microbial ecology,,https://doi.org/10.1038/s41598-017-15784-w,doi,unknown,,cited in bibliotek/akademia/pubmed/zamanzadeh-m-2017-biogas-production-from-food-waste.md
P3,md-scrape,bibliotek/akademia/sifo/alfnes-schjoll-fordelsprogram-prisstatistikk-2025,Fordelsprogrammer i Dagligvare: Effekter på Prisstatistikk og Digitale Skiller,,https://oda.oslomet.no/sifo,landing_page,unknown,,cited in bibliotek/akademia/sifo/alfnes-schjoll-fordelsprogram-prisstatistikk-2025.md
P3,md-scrape,bibliotek/akademia/sifo/referansebudsjettet-matutgifter-2025,SIFOs referansebudsjett 2025 — Matutgifter og forbruksvekst,,https://www.oslomet.no/om/sifo/referansebudsjettet,landing_page,unknown,,cited in bibliotek/akademia/sifo/referansebudsjettet-matutgifter-2025.md
P3,md-scrape,bibliotek/akademia/sifo/steinnes-climate-nudge-nordic-2023,Mapping of Digital Climate Nudges in Nordic Online Grocery Stores,,https://doi.org/10.1016/j.spc.2023,doi,unknown,,cited in bibliotek/akademia/sifo/steinnes-climate-nudge-nordic-2023.md
P3,md-scrape,bibliotek/arbeidsliv/migrantarbeid-matproduksjon,Sammendrag: Migrantarbeid i nordisk matproduksjon,,https://partner.sciencenorway.no/farming-immigrants-nmbu/whos-picking-your-strawberries-this-summer/2515966,landing_page,unknown,,cited in bibliotek/arbeidsliv/migrantarbeid-matproduksjon.md
P3,md-scrape,bibliotek/dagligvaretilsynet/arsrapport-2022,Sammendrag: Dagligvaretilsynets årsrapport 2022,,https://www.regjeringen.no/contentassets/a9f933fc2c5c4d8aaed0a267b45a033d/dagligvaretilsynet-arsrapport-for-2022.pdf,direct_pdf,unknown,,cited in bibliotek/dagligvaretilsynet/arsrapport-2022.md
P3,md-scrape,bibliotek/dagligvaretilsynet/arsrapport-2023,Sammendrag: Dagligvaretilsynets årsrapport 2023,,https://www.regjeringen.no/contentassets/a9f933fc2c5c4d8aaed0a267b45a033d/arsrapport_dagligvaretilsynet-2023.pdf,direct_pdf,unknown,,cited in bibliotek/dagligvaretilsynet/arsrapport-2023.md
P3,md-scrape,bibliotek/digital-dagligvare/digital-ekskludering-mattilgang,Sammendrag: Digital ekskludering og mattilgang,,https://www.regjeringen.no/contentassets/8f8751780e9749bfa8946526b51f10f4/digital-hele-livet.pdf,direct_pdf,unknown,,cited in bibliotek/digital-dagligvare/digital-ekskludering-mattilgang.md
