type,id,score,year,category,provenance,hasUrl,title,signals
thesis,sorensen-phd-2016,5.0,2016,phd,external_report,yes,"Organic food conversion in Danish public kitchens","cat=5, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=5.20"
thesis,syroegina-2016,5.0,2016,master,external_report,yes,"Retailer's role in reducing food waste: Case study of Finnish retailers","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0.1, award=0, raw=4.80"
thesis,eriksson-phd-2015,5.0,2015,phd,external_report,yes,"Supermarket food waste: Prevention and management","cat=5, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=5.20"
thesis,morken-2015,5.0,2015,master,external_report,yes,"Effekter av innkjopssamarbeid i det norske dagligvaremarkedet","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0.1, award=0, raw=4.80"
report,kkv-fi-4a-dominans,5.0,2014,konkurransetilsyn,external_report,yes,"KKV — Konkurranseloven § 4a (Dominans)","cat=5, prov=5, rec=-0.3, url=0, sup=0, tag=0.2, raw=4.90"
report,nou-2013-6-god-handelsskikk,5.0,2013,nou,external_report,yes,"NOU 2013:6 God handelsskikk i dagligvarekjeden","cat=5, prov=5, rec=-0.3, url=0, sup=0, tag=0.2, raw=4.90"
report,nou-2011-4,5.0,2011,nou,external_report,yes,"Mat, makt og avmakt","cat=5, prov=5, rec=-0.3, url=0, sup=0, tag=0.2, raw=4.90"
report,nordisk-food-markets-2005,5.0,2005,konkurransetilsyn,external_report,yes,"Nordic Food Markets — A Taste for Competition","cat=5, prov=5, rec=-0.3, url=0, sup=0, tag=0.2, raw=4.90"
thesis,rey-verge-2005,5.0,2005,phd,external_report,yes,"The Economics of Vertical Restraints","cat=5, prov=5, rec=-0.3, url=0, tag=0.2, doi=0, award=0, raw=4.90"
report,dlf-leverandor-2025,4.5,2025,bransje,composite_source,yes,"DLF leverandorposisjoner 2025","cat=3.5, prov=3.5, rec=0.5, url=0, sup=0.2, tag=0.2, raw=4.40"
report,fivh-etikk-2025,4.5,2025,tenketank,external_report,yes,"FIVH — Etikk og Baerekraft 2025","cat=3, prov=5, rec=0.5, url=0, sup=0, tag=0.2, raw=4.70"
report,beredskap-island-melmolle-2025,4.5,2025,beredskap,external_article,yes,"Islands melmolle og matsuverenitet","cat=3.5, prov=4, rec=0.5, url=0, sup=0.2, tag=0.2, raw=4.65"
report,oversikt-akademia-dyp-research,4.5,2025,oversikt,external_report,yes,"Akademisk forskning paa nordisk dagligvare — oversikt","cat=2.5, prov=5, rec=0.5, url=0, sup=0, tag=0.2, raw=4.45"
report,nordisk-sammenligning-2024,4.5,2024,bransje,composite_source,no,"Nordisk sammenligning 2024","cat=3.5, prov=3.5, rec=0.5, url=0, sup=0.2, tag=0.2, raw=4.40"
report,verdibutikker-utfordrere,4.5,2024,bransje,composite_source,no,"Verdibutikkene — Normal og Europris","cat=3.5, prov=3.5, rec=0.5, url=0, sup=0.2, tag=0.2, raw=4.40"
report,norden-policy-2024,4.5,2024,tenketank,external_report,yes,"Nordisk Ministerraad — Policyverktoey 2024","cat=3, prov=5, rec=0.5, url=0, sup=0, tag=0.2, raw=4.70"
report,oversikt-bransje-statistikk-beredskap,4.5,2024,oversikt,external_report,yes,"Bransjestatistikk og beredskapstall","cat=2.5, prov=5, rec=0.5, url=0, sup=0, tag=0.2, raw=4.45"
report,civita-manifest-debatt,4.5,2023,tenketank,external_report,yes,"Civita vs. Manifest — Matmaktdebatten","cat=3, prov=5, rec=0.3, url=0, sup=0, tag=0.2, raw=4.50"
thesis,fretheim-rodnova-2020,4.5,2020,master,external_report,yes,"Etableringshindringer i dagligvaremarkedet: Lokale reguleringer som etableringshindring","cat=4, prov=5, rec=0.1, url=0, tag=0, doi=0, award=0, raw=4.60"
thesis,meile-2020,4.5,2020,master,external_report,yes,"Uniform Pricing in Norwegian Grocery Retail","cat=4, prov=5, rec=0.1, url=0, tag=0, doi=0, award=0, raw=4.60"
report,pubmed-recanati-2019,4.5,2019,akademia,external_report,yes,"Assessing the role of CAP for more sustainable and healthier food systems in Europe","cat=4, prov=5, rec=0, url=0, sup=0, tag=0.2, raw=4.70"
thesis,gangstoe-2019,4.5,2019,master,external_report,yes,"Hemmelige kontrakter i dagligvaremarkedet","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
thesis,burgherr-2019,4.5,2019,master,external_report,yes,"Food waste in Reykjavik — comparison 2015 vs 2018","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
thesis,minkeviciute-2019,4.5,2019,master,external_report,yes,"Assessment of Grocery eCommerce in Scandinavia","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
report,finland-food2030,4.5,2017,offentlig,external_report,yes,"Food2030 — Government Report on Food Policy: Finland feeds us and the world","cat=4, prov=5, rec=0, url=0, sup=0, tag=0.2, raw=4.70"
report,pubmed-zamanzadeh-2017,4.5,2017,akademia,external_report,yes,"Biogas production from food waste via co-digestion and digestion","cat=4, prov=5, rec=0, url=0, sup=0, tag=0.2, raw=4.70"
thesis,drager-vagene-2017,4.5,2017,master,external_report,yes,"Markedskonsentrasjon i Skandinavia","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
thesis,sigurdardottir-2017,4.5,2017,master,external_report,yes,"Predicting Household Food Waste Reduction","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
thesis,simonsen-2017,4.5,2017,master,external_report,yes,"Digitaliseringen av norsk dagligvarehandel","cat=4, prov=5, rec=0, url=0, tag=0, doi=0.1, award=0, raw=4.60"
thesis,storm-teigland-2017,4.5,2017,master,external_report,yes,"The Business of Food Waste: A Case Study of REMA 1000","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
thesis,skjervheim-flo-2016,4.5,2016,master,external_report,yes,"Paraplykjedenes overtakelse av distribusjonen i dagligvaremarkedet","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
thesis,steien-2016,4.5,2016,master,external_report,yes,"Matsikkerhet i Norge — er forsyningsberedskapen tilstrekkelig?","cat=4, prov=5, rec=0, url=0, tag=0, doi=0.1, award=0, raw=4.60"
thesis,nielsen-andersen-2016,4.5,2016,master,external_report,yes,"Danish Grocery Retail: Does Preference Structure Influence the Perception of Price and Quality?","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
thesis,mirza-2016,4.5,2016,master,external_report,yes,"Circular economy in the food and retail industry: a case study of ICA","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
thesis,deljanin-2015,4.5,2015,master,external_report,yes,"Market's imperfections — Building a concerned market for food waste","cat=4, prov=5, rec=0, url=0, tag=0.2, doi=0, award=0, raw=4.70"
thesis,paschen-eriksen-2014,4.5,2014,master,external_report,yes,"Matpolitikk i Norge — fremdeles norsk? Norsk forvaltnings arbeid med politikkutvikling innenfor EOS","cat=4, prov=5, rec=-0.3, url=0, tag=0.2, doi=0.1, award=0, raw=4.50"
thesis,tesdal-2013,4.5,2013,master,external_report,yes,"Nokkelhull pa matvarer — private aktorers okonomiske interesser og konsekvensene for myndighetenes merkeordning","cat=4, prov=5, rec=-0.3, url=0, tag=0.2, doi=0.1, award=0, raw=4.50"
thesis,sandanger-2012,4.5,2012,master,external_report,yes,"Horisontal konkurranse i dagligvaremarkedet: Bruken av egne merkevarer","cat=4, prov=5, rec=-0.3, url=0, tag=0.2, doi=0.1, award=0, raw=4.50"
thesis,johannsson-2011,4.5,2011,master,external_report,yes,"Food Security in Iceland: Present Vulnerabilities, Possible Solutions","cat=4, prov=5, rec=-0.3, url=0, tag=0.2, doi=0.1, award=0, raw=4.50"
thesis,kronqvist-2010,4.5,2010,master,external_report,yes,"Consumer-owned retail cooperative in duopoly with horizontally differentiated goods","cat=4, prov=5, rec=-0.3, url=0, tag=0.2, doi=0.1, award=0, raw=4.50"
thesis,barbakken-hausken-2006,4.5,2006,master,external_report,yes,"Det norske dagligvaremarkedet: relasjoner mellom detaljist og produsent","cat=4, prov=5, rec=-0.3, url=0, tag=0.2, doi=0.1, award=0, raw=4.50"
report,merkevarer-historie,4.0,2024,bransje,internal_synthesis,no,"Merkevarenes historie — Orkla og TINE","cat=3.5, prov=2.5, rec=0.5, url=0, sup=0.2, tag=0.2, raw=3.90"
report,stockholm-resilience-2019,4.0,2019,tenketank,external_report,yes,"Stockholm Resilience Centre — Nordic Food Systems","cat=3, prov=5, rec=0, url=0, sup=0, tag=0.2, raw=4.20"
report,oversikt-nordisk-mat-tenkere,3.5,2025,oversikt,internal_synthesis,no,"Nordiske mat-tenkere og paavirkernettverk","cat=2.5, prov=2.5, rec=0.5, url=0, sup=0.2, tag=0.2, raw=3.40"
report,oversikt-nordisk-matmakt-historikk,3.5,2025,oversikt,internal_synthesis,no,"Nordisk matmaktkonsentrasjon — historikk","cat=2.5, prov=2.5, rec=0.5, url=0, sup=0.2, tag=0.2, raw=3.40"
report,oversikt-sirkularitet-dyp,3.5,2025,oversikt,internal_synthesis,no,"Sirkularitet i nordisk mat — dypanalyse","cat=2.5, prov=2.5, rec=0.5, url=0, sup=0.2, tag=0.2, raw=3.40"
report,oversikt-tenketanker-ngo,3.5,2025,oversikt,internal_synthesis,no,"Tenketanker og NGO-er i nordisk matdebatt","cat=2.5, prov=2.5, rec=0.5, url=0, sup=0.2, tag=0.2, raw=3.40"
report,oversikt-nou-stortingsdok-juridisk,3.0,2025,oversikt,internal_register,no,"NOU-er og stortingsdokumenter — juridisk oversikt","cat=2.5, prov=2, rec=0.5, url=0, sup=0.2, tag=0.2, raw=3.15"
report,oversikt-offentlig-rapportlogg,3.0,2025,oversikt,internal_register,no,"Offentlig rapportlogg — matsektor","cat=2.5, prov=2, rec=0.5, url=0, sup=0.2, tag=0.2, raw=3.15"
report,oversikt-nordisk-avhandlingsregister,3.0,2025,oversikt,internal_register,no,"Nordisk avhandlingsregister — matpolitikk","cat=2.5, prov=2, rec=0.5, url=0, sup=0.2, tag=0.2, raw=3.15"
report,agrianalyse-bondens-andel-2025,1.0,2025,bransje,blocked_source,no,"Bondens andel av forbrukerkronen 2025","override=blocked_source (ekskludert fra KI-bruk uten manuell vurdering)"
