country,year,commodity_group,commodity_group_label,flow,metric,unit,total_import_value,nordic_core_import_value,nordic_core_share,nordic_extended_import_value,nordic_extended_share,nordic_core_partner_codes,nordic_extended_partner_codes,source_name,dataset_or_table_id,source_raw_file,status,notes
FI,2012,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,570937,36837,0.06452,36837,0.06452,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2012,meat,Meat and meat preparations,imports,Import value,1000 EUR,234749,39230,0.167115,39230,0.167115,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2012,selected_food_basket,Selected food basket,imports,Import value,1000 EUR,1871794,481098,0.257025,481734,0.257365,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2013,cereals,Cereals and cereal preparations,imports,Import value,1000 EUR,38803,1570,0.040461,1570,0.040461,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2013,dairy_eggs,Dairy products and eggs,imports,Import value,1000 EUR,384061,139837,0.364101,139837,0.364101,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2013,fats_oils,Fats and oils,imports,Import value,1000 EUR,399240,52639,0.131848,52639,0.131848,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2013,fish_seafood,Fish and seafood,imports,Import value,1000 EUR,367571,260109,0.707643,261003,0.710075,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2013,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,610954,40408,0.066139,40408,0.066139,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2013,meat,Meat and meat preparations,imports,Import value,1000 EUR,218992,49682,0.226867,49682,0.226867,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2013,selected_food_basket,Selected food basket,imports,Import value,1000 EUR,2019621,544245,0.269479,545139,0.269921,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2014,cereals,Cereals and cereal preparations,imports,Import value,1000 EUR,34420,2708,0.078675,2708,0.078675,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2014,dairy_eggs,Dairy products and eggs,imports,Import value,1000 EUR,383117,138751,0.362164,138751,0.362164,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2014,fats_oils,Fats and oils,imports,Import value,1000 EUR,381646,45838,0.120106,46142,0.120903,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2014,fish_seafood,Fish and seafood,imports,Import value,1000 EUR,362176,262032,0.723494,262965,0.72607,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2014,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,620052,29415,0.04744,29415,0.04744,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2014,meat,Meat and meat preparations,imports,Import value,1000 EUR,216827,43485,0.200552,43485,0.200552,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2014,selected_food_basket,Selected food basket,imports,Import value,1000 EUR,1998238,522229,0.261345,523466,0.261964,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2015,cereals,Cereals and cereal preparations,imports,Import value,1000 EUR,34728,1457,0.041955,1457,0.041955,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2015,dairy_eggs,Dairy products and eggs,imports,Import value,1000 EUR,375580,146042,0.388844,146042,0.388844,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2015,fats_oils,Fats and oils,imports,Import value,1000 EUR,319280,43229,0.135395,43229,0.135395,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2015,fish_seafood,Fish and seafood,imports,Import value,1000 EUR,344657,248351,0.720574,249408,0.723641,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2015,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,670932,32900,0.049036,32900,0.049036,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2015,meat,Meat and meat preparations,imports,Import value,1000 EUR,214207,37709,0.17604,37709,0.17604,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2015,selected_food_basket,Selected food basket,imports,Import value,1000 EUR,1959384,509688,0.260127,510745,0.260666,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2016,cereals,Cereals and cereal preparations,imports,Import value,1000 EUR,28225,1941,0.068769,1941,0.068769,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2016,dairy_eggs,Dairy products and eggs,imports,Import value,1000 EUR,348305,127851,0.367066,127851,0.367066,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2016,fats_oils,Fats and oils,imports,Import value,1000 EUR,399745,41554,0.103951,41554,0.103951,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2016,fish_seafood,Fish and seafood,imports,Import value,1000 EUR,382614,286826,0.749648,287897,0.752448,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2016,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,699595,37314,0.053337,37314,0.053337,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2016,meat,Meat and meat preparations,imports,Import value,1000 EUR,208974,34414,0.164681,34414,0.164681,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2016,selected_food_basket,Selected food basket,imports,Import value,1000 EUR,2067458,529900,0.256305,530971,0.256823,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2017,cereals,Cereals and cereal preparations,imports,Import value,1000 EUR,37166,2697,0.072566,2697,0.072566,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2017,dairy_eggs,Dairy products and eggs,imports,Import value,1000 EUR,360132,130209,0.361559,130209,0.361559,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2017,fats_oils,Fats and oils,imports,Import value,1000 EUR,381437,42543,0.111533,42543,0.111533,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2017,fish_seafood,Fish and seafood,imports,Import value,1000 EUR,500783,392159,0.783092,393411,0.785592,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2017,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,719176,34414,0.047852,34414,0.047852,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2017,meat,Meat and meat preparations,imports,Import value,1000 EUR,219870,38138,0.173457,38138,0.173457,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2017,selected_food_basket,Selected food basket,imports,Import value,1000 EUR,2218564,640160,0.288547,641412,0.289111,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2018,cereals,Cereals and cereal preparations,imports,Import value,1000 EUR,51918,2406,0.046342,2406,0.046342,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2018,dairy_eggs,Dairy products and eggs,imports,Import value,1000 EUR,364182,131165,0.360163,131165,0.360163,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2018,fats_oils,Fats and oils,imports,Import value,1000 EUR,330732,38681,0.116956,38681,0.116956,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2018,fish_seafood,Fish and seafood,imports,Import value,1000 EUR,515350,405246,0.786351,407062,0.789875,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2018,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,746674,32737,0.043844,32737,0.043844,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2018,meat,Meat and meat preparations,imports,Import value,1000 EUR,230045,39339,0.171006,39339,0.171006,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2018,selected_food_basket,Selected food basket,imports,Import value,1000 EUR,2238901,649574,0.290131,651390,0.290942,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2019,cereals,Cereals and cereal preparations,imports,Import value,1000 EUR,41349,1866,0.045128,1866,0.045128,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2019,dairy_eggs,Dairy products and eggs,imports,Import value,1000 EUR,370240,138406,0.373828,138406,0.373828,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2019,fats_oils,Fats and oils,imports,Import value,1000 EUR,315688,38483,0.121902,38483,0.121902,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2019,fish_seafood,Fish and seafood,imports,Import value,1000 EUR,481729,368889,0.76576,369631,0.767301,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2019,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,740138,34488,0.046597,34488,0.046597,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2019,meat,Meat and meat preparations,imports,Import value,1000 EUR,211907,27189,0.128306,27189,0.128306,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2019,selected_food_basket,Selected food basket,imports,Import value,1000 EUR,2161051,609321,0.281956,610063,0.282299,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2020,cereals,Cereals and cereal preparations,imports,Import value,1000 EUR,35293,2013,0.057037,2013,0.057037,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2020,dairy_eggs,Dairy products and eggs,imports,Import value,1000 EUR,357685,130693,0.365386,130693,0.365386,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2020,fats_oils,Fats and oils,imports,Import value,1000 EUR,404198,32721,0.080953,32721,0.080953,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2020,fish_seafood,Fish and seafood,imports,Import value,1000 EUR,449623,344351,0.765866,344864,0.767007,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2020,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,781501,29285,0.037473,29285,0.037473,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2020,meat,Meat and meat preparations,imports,Import value,1000 EUR,180106,25360,0.140806,25360,0.140806,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2020,selected_food_basket,Selected food basket,imports,Import value,1000 EUR,2208406,564423,0.255579,564936,0.255812,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2021,cereals,Cereals and cereal preparations,imports,Import value,1000 EUR,50014,2499,0.049966,2499,0.049966,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2021,dairy_eggs,Dairy products and eggs,imports,Import value,1000 EUR,355363,130040,0.365936,130040,0.365936,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2021,fats_oils,Fats and oils,imports,Import value,1000 EUR,479118,41618,0.086864,41618,0.086864,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2021,fish_seafood,Fish and seafood,imports,Import value,1000 EUR,453645,355002,0.782555,355339,0.783298,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
FI,2021,fruit_veg,Fruit and vegetables,imports,Import value,1000 EUR,783777,31764,0.040527,31764,0.040527,DK;IS;NO;SE,DK;FO;GL;IS;NO;SE,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,research/data/nordic/trade-groups/raw-json/fi-food-group-imports-by-partner-monthly.json,partner_refetch,"Refetched from Luke agri-food foreign trade with Nordic partner countries and AA total in per-partner chunks; use shares, not cross-country values."
