theme,series_family,series_id,country,commodity_group,commodity_group_label,source_name,dataset_or_table_id,period,frequency,flow,metric,unit,value,share_of_selected_food_basket,selected_food_basket_total,code_family,source_code_rule,coverage,comparability,notes
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-09,monthly,imports,Import value,1000 EUR,16638.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-10,monthly,imports,Import value,1000 EUR,10584.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-10,monthly,imports,Import value,1000 EUR,31842.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-10,monthly,imports,Import value,1000 EUR,30792.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-10,monthly,imports,Import value,1000 EUR,50893.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-10,monthly,imports,Import value,1000 EUR,59945.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-10,monthly,imports,Import value,1000 EUR,20263.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-11,monthly,imports,Import value,1000 EUR,3290.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-11,monthly,imports,Import value,1000 EUR,31985.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-11,monthly,imports,Import value,1000 EUR,18859.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-11,monthly,imports,Import value,1000 EUR,51475.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-11,monthly,imports,Import value,1000 EUR,63629.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-11,monthly,imports,Import value,1000 EUR,19986.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-12,monthly,imports,Import value,1000 EUR,8436.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-12,monthly,imports,Import value,1000 EUR,28561.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-12,monthly,imports,Import value,1000 EUR,31539.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-12,monthly,imports,Import value,1000 EUR,47971.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-12,monthly,imports,Import value,1000 EUR,56730.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2018-12,monthly,imports,Import value,1000 EUR,16486.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-01,monthly,imports,Import value,1000 EUR,5009.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-01,monthly,imports,Import value,1000 EUR,29616.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-01,monthly,imports,Import value,1000 EUR,24288.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-01,monthly,imports,Import value,1000 EUR,40435.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-01,monthly,imports,Import value,1000 EUR,65100.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-01,monthly,imports,Import value,1000 EUR,18472.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-02,monthly,imports,Import value,1000 EUR,3195.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-02,monthly,imports,Import value,1000 EUR,29194.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-02,monthly,imports,Import value,1000 EUR,25996.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-02,monthly,imports,Import value,1000 EUR,33635.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-02,monthly,imports,Import value,1000 EUR,60929.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-02,monthly,imports,Import value,1000 EUR,16765.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-03,monthly,imports,Import value,1000 EUR,4385.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-03,monthly,imports,Import value,1000 EUR,31173.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-03,monthly,imports,Import value,1000 EUR,21387.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-03,monthly,imports,Import value,1000 EUR,36123.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-03,monthly,imports,Import value,1000 EUR,65621.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-03,monthly,imports,Import value,1000 EUR,18489.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-04,monthly,imports,Import value,1000 EUR,2438.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-04,monthly,imports,Import value,1000 EUR,31750.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-04,monthly,imports,Import value,1000 EUR,19680.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-04,monthly,imports,Import value,1000 EUR,41182.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-04,monthly,imports,Import value,1000 EUR,68821.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-04,monthly,imports,Import value,1000 EUR,18428.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-05,monthly,imports,Import value,1000 EUR,2955.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-05,monthly,imports,Import value,1000 EUR,32285.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-05,monthly,imports,Import value,1000 EUR,25342.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-05,monthly,imports,Import value,1000 EUR,50300.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-05,monthly,imports,Import value,1000 EUR,67957.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-05,monthly,imports,Import value,1000 EUR,19363.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-06,monthly,imports,Import value,1000 EUR,2012.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-06,monthly,imports,Import value,1000 EUR,27843.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-06,monthly,imports,Import value,1000 EUR,23065.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-06,monthly,imports,Import value,1000 EUR,39447.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-06,monthly,imports,Import value,1000 EUR,59147.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-06,monthly,imports,Import value,1000 EUR,17761.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-07,monthly,imports,Import value,1000 EUR,2578.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-07,monthly,imports,Import value,1000 EUR,31544.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-07,monthly,imports,Import value,1000 EUR,33440.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-07,monthly,imports,Import value,1000 EUR,38155.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-07,monthly,imports,Import value,1000 EUR,57832.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-07,monthly,imports,Import value,1000 EUR,17324.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-08,monthly,imports,Import value,1000 EUR,2879.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-08,monthly,imports,Import value,1000 EUR,31986.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-08,monthly,imports,Import value,1000 EUR,34741.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-08,monthly,imports,Import value,1000 EUR,39609.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_fruit_veg_imports,FI,fruit_veg,Fruit and vegetables,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-08,monthly,imports,Import value,1000 EUR,56667.000,,,HS-like product groups,tuoteryhma prefixes 07* + 08*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SE/FI combine vegetables (07) and fruit or nuts (08) into one proxy basket.
trade,food_group_import_value_monthly,fi_meat_imports,FI,meat,Meat and meat preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-08,monthly,imports,Import value,1000 EUR,15961.000,,,HS-like product groups,tuoteryhma prefixes 02*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_cereals_imports,FI,cereals,Cereals and cereal preparations,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-09,monthly,imports,Import value,1000 EUR,3362.000,,,HS-like product groups,tuoteryhma prefixes 10*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
trade,food_group_import_value_monthly,fi_dairy_eggs_imports,FI,dairy_eggs,Dairy products and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-09,monthly,imports,Import value,1000 EUR,30381.000,,,HS-like product groups,tuoteryhma prefixes 04*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. HS/CN chapter 04 also includes honey in the SE/FI sources.
trade,food_group_import_value_monthly,fi_fats_oils_imports,FI,fats_oils,Fats and oils,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-09,monthly,imports,Import value,1000 EUR,26250.000,,,HS-like product groups,tuoteryhma prefixes 15*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications. SITC 41-43 mapped to HS/CN chapter 15 as a broad fats-and-oils proxy.
trade,food_group_import_value_monthly,fi_fish_seafood_imports,FI,fish_seafood,Fish and seafood,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,2019-09,monthly,imports,Import value,1000 EUR,34214.000,,,HS-like product groups,tuoteryhma prefixes 03*,"imports by countries of origin, all partner countries together",broad food-group import proxy,Broad food-group import proxy harmonized from national source classifications.
