country,year,domain,metric,value,unit,scope,source_name,source_owner,source_type,source_url,source_file,source_ref,quality_flag,canonical_target,import_status,comparability,notes
NO,2025,production,organic_egg_utilization_rate,88,percent,organic egg sales/utilization,Produksjon av okologiske jordbruksvarer 2025,Landbruksdirektoratet,authority_report,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Produksjon%20av%20%C3%B8kologiske%20jordbruksvarer%202025%20Rapport%202026%204.pdf,text/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025.txt,lines 125-127,authority_report_pdf,research/data/nordic/core-series/organic_selected_production_annual.csv,staged_official_source,product_specific_not_cross_country_total,Report says utilization was close to 88 percent.
NO,2025,control,organic_grain_producers,402,enterprises,enterprises with organic grain production,Produksjon av okologiske jordbruksvarer 2025,Landbruksdirektoratet,authority_report,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Produksjon%20av%20%C3%B8kologiske%20jordbruksvarer%202025%20Rapport%202026%204.pdf,text/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025.txt,lines 261-266,authority_report_pdf,research/data/nordic/core-series/organic_control_operators_annual.csv,staged_official_source,control_system_definitions_differ,Down from 412 in 2024.
NO,2032,policy,organic_agricultural_area_target,10,percent,share of agricultural area under organic production,Produksjon av okologiske jordbruksvarer 2025,Landbruksdirektoratet,authority_report,https://www.landbruksdirektoratet.no/nb/filarkiv/rapporter/Produksjon%20av%20%C3%B8kologiske%20jordbruksvarer%202025%20Rapport%202026%204.pdf,text/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025.txt,lines 261-263,authority_report_pdf,research/data/nordic/core-series/organic_policy_targets.csv,staged_official_source,policy_instrument_or_target_not_outcome,"Revised Norwegian organic farming strategy 2025-2032 target, launched April 2025."
IS,2012,area,organic_share_uaa_eea_historical,0.49,percent,share of total utilised agricultural area converted or under conversion to organic farming,Area under organic farming - Iceland,European Environment Agency,environment_indicator_page,https://www.eea.europa.eu/en/europe-environment-2025/countries/iceland/area-under-organic-farming,text/is-eea-area-under-organic-farming-2025.txt,EEA embedded Iceland trend chart / temporal coverage 2012-2020,eea_indicator_historical,research/data/nordic/core-series/organic_agriculture_annual.csv,not_imported_share_only_historical,source_specific_historical_share_only,Do not replace current Iceland area estimate; no current area hectares provided.
IS,2013,area,organic_share_uaa_eea_historical,0.95,percent,share of total utilised agricultural area converted or under conversion to organic farming,Area under organic farming - Iceland,European Environment Agency,environment_indicator_page,https://www.eea.europa.eu/en/europe-environment-2025/countries/iceland/area-under-organic-farming,text/is-eea-area-under-organic-farming-2025.txt,EEA embedded Iceland trend chart / temporal coverage 2012-2020,eea_indicator_historical,research/data/nordic/core-series/organic_agriculture_annual.csv,not_imported_share_only_historical,source_specific_historical_share_only,Do not replace current Iceland area estimate; no current area hectares provided.
IS,2014,area,organic_share_uaa_eea_historical,1.41,percent,share of total utilised agricultural area converted or under conversion to organic farming,Area under organic farming - Iceland,European Environment Agency,environment_indicator_page,https://www.eea.europa.eu/en/europe-environment-2025/countries/iceland/area-under-organic-farming,text/is-eea-area-under-organic-farming-2025.txt,EEA embedded Iceland trend chart / temporal coverage 2012-2020,eea_indicator_historical,research/data/nordic/core-series/organic_agriculture_annual.csv,not_imported_share_only_historical,source_specific_historical_share_only,Do not replace current Iceland area estimate; no current area hectares provided.
IS,2015,area,organic_share_uaa_eea_historical,0.925,percent,share of total utilised agricultural area converted or under conversion to organic farming,Area under organic farming - Iceland,European Environment Agency,environment_indicator_page,https://www.eea.europa.eu/en/europe-environment-2025/countries/iceland/area-under-organic-farming,text/is-eea-area-under-organic-farming-2025.txt,EEA embedded Iceland trend chart / temporal coverage 2012-2020,eea_indicator_historical,research/data/nordic/core-series/organic_agriculture_annual.csv,not_imported_share_only_historical,source_specific_historical_share_only,Do not replace current Iceland area estimate; no current area hectares provided.
IS,2016,area,organic_share_uaa_eea_historical,0.44,percent,share of total utilised agricultural area converted or under conversion to organic farming,Area under organic farming - Iceland,European Environment Agency,environment_indicator_page,https://www.eea.europa.eu/en/europe-environment-2025/countries/iceland/area-under-organic-farming,text/is-eea-area-under-organic-farming-2025.txt,EEA embedded Iceland trend chart / temporal coverage 2012-2020,eea_indicator_historical,research/data/nordic/core-series/organic_agriculture_annual.csv,not_imported_share_only_historical,source_specific_historical_share_only,Do not replace current Iceland area estimate; no current area hectares provided.
IS,2017,area,organic_share_uaa_eea_historical,0.405,percent,share of total utilised agricultural area converted or under conversion to organic farming,Area under organic farming - Iceland,European Environment Agency,environment_indicator_page,https://www.eea.europa.eu/en/europe-environment-2025/countries/iceland/area-under-organic-farming,text/is-eea-area-under-organic-farming-2025.txt,EEA embedded Iceland trend chart / temporal coverage 2012-2020,eea_indicator_historical,research/data/nordic/core-series/organic_agriculture_annual.csv,not_imported_share_only_historical,source_specific_historical_share_only,Do not replace current Iceland area estimate; no current area hectares provided.
IS,2018,area,organic_share_uaa_eea_historical,0.37,percent,share of total utilised agricultural area converted or under conversion to organic farming,Area under organic farming - Iceland,European Environment Agency,environment_indicator_page,https://www.eea.europa.eu/en/europe-environment-2025/countries/iceland/area-under-organic-farming,text/is-eea-area-under-organic-farming-2025.txt,EEA embedded Iceland trend chart / temporal coverage 2012-2020,eea_indicator_historical,research/data/nordic/core-series/organic_agriculture_annual.csv,not_imported_share_only_historical,source_specific_historical_share_only,Do not replace current Iceland area estimate; no current area hectares provided.
IS,2019,area,organic_share_uaa_eea_historical,0.37,percent,share of total utilised agricultural area converted or under conversion to organic farming,Area under organic farming - Iceland,European Environment Agency,environment_indicator_page,https://www.eea.europa.eu/en/europe-environment-2025/countries/iceland/area-under-organic-farming,text/is-eea-area-under-organic-farming-2025.txt,EEA embedded Iceland trend chart / temporal coverage 2012-2020,eea_indicator_historical,research/data/nordic/core-series/organic_agriculture_annual.csv,not_imported_share_only_historical,source_specific_historical_share_only,Do not replace current Iceland area estimate; no current area hectares provided.
IS,2020,area,organic_share_uaa_eea_historical,0.32,percent,share of total utilised agricultural area converted or under conversion to organic farming,Area under organic farming - Iceland,European Environment Agency,environment_indicator_page,https://www.eea.europa.eu/en/europe-environment-2025/countries/iceland/area-under-organic-farming,text/is-eea-area-under-organic-farming-2025.txt,EEA embedded Iceland trend chart / temporal coverage 2012-2020,eea_indicator_historical,research/data/nordic/core-series/organic_agriculture_annual.csv,not_imported_share_only_historical,source_specific_historical_share_only,Do not replace current Iceland area estimate; no current area hectares provided.
IS,2026,control,issued_organic_operator_certificates,59,certificates,current Iceland records with status ISSUED,TRACES organic operator certificates - Iceland,European Commission / TRACES NT,current_public_register_api,https://webgate.ec.europa.eu/tracesnt/directory/publication/organic-operator/index,downloads/is-traces-organic-operator-issued-2026.json,documentFoundCount header and JSON length,traces_public_api_current,research/data/nordic/core-series/organic_control_operators_annual.csv,staged_current_register_source,current_certificate_status_not_annual_control_report,TRACES current certificate status retrieved 2026-04-29; not directly comparable with annual official-controls operator counts.
IS,2026,control,unique_issued_organic_operator_names,59,operator_names,unique operator names in current ISSUED records,TRACES organic operator certificates - Iceland,European Commission / TRACES NT,current_public_register_api,https://webgate.ec.europa.eu/tracesnt/directory/publication/organic-operator/index,downloads/is-traces-organic-operator-issued-2026.json,operator.name unique count,traces_public_api_current,research/data/nordic/core-series/organic_control_operators_annual.csv,staged_current_register_source,current_certificate_status_not_annual_control_report,TRACES current certificate status retrieved 2026-04-29; not directly comparable with annual official-controls operator counts.
IS,2026,control,total_public_organic_operator_certificate_records,75,certificate_records,ISSUED/SUSPENDED/WITHDRAWN/EXPIRED public Iceland records,TRACES organic operator certificates - Iceland,European Commission / TRACES NT,current_public_register_api,https://webgate.ec.europa.eu/tracesnt/directory/publication/organic-operator/index,downloads/is-traces-organic-operator-public-statuses-2026.json,documentFoundCount header and JSON length,traces_public_api_current,research/data/nordic/core-series/organic_control_operators_annual.csv,staged_current_register_source,current_certificate_status_not_annual_control_report,TRACES current certificate status retrieved 2026-04-29; not directly comparable with annual official-controls operator counts.
IS,2040,policy,organic_agricultural_area_target,10,percent,share of Iceland agricultural area certified organic or under conversion,Efling lifraennar matvaelaframleidslu,"Government of Iceland / Ministry of Food, Agriculture and Fisheries",government_policy_action_plan,https://www.stjornarradid.is/library/01--Frettatengt---myndir-og-skrar/MAR/Fylgiskjol/MAR_EflingLifraennarMatvaelaframleidslu_Lokautgafa.pdf,text/is-government-organic-action-plan-2024.txt,10 percent by 2040 target,government_policy_action_plan,research/data/nordic/core-series/organic_policy_targets.csv,staged_policy_target,policy_instrument_or_target_not_outcome,"Policy target, not observed outcome."
SE,2024,krav_private_label,krav_certified_farmers,2762,farms,KRAV private-label certification,KRAVs Ekobarometer 2025 April,KRAV,certification_market_barometer,https://www.krav.se/om-oss/rapporter/kravs-ekobarometer/,text/se-krav-ekobarometer-2025-april.txt,lines 331-336,private_certifier_report,research/data/nordic/core-series/organic_control_operators_annual.csv,staged_private_label_source,private_label_not_all_organic,KRAV-specific private-label count; keep separate from Jordbruksverket organic enterprises.
SE,2024,krav_private_label,krav_certified_agricultural_land,375652,ha,KRAV-certified agricultural land,KRAVs Ekobarometer 2025 April,KRAV,certification_market_barometer,https://www.krav.se/om-oss/rapporter/kravs-ekobarometer/,text/se-krav-ekobarometer-2025-april.txt,lines 281-291,private_certifier_report,research/data/nordic/core-series/organic_control_operators_annual.csv,staged_private_label_source,private_label_not_all_organic,"KRAV-specific land, not official total organic agricultural land."
SE,2024,krav_private_label,krav_food_processors,649,operators,KRAV private-label certification,KRAVs Ekobarometer 2025 April,KRAV,certification_market_barometer,https://www.krav.se/om-oss/rapporter/kravs-ekobarometer/,text/se-krav-ekobarometer-2025-april.txt,lines 331-340,private_certifier_report,research/data/nordic/core-series/organic_control_operators_annual.csv,staged_private_label_source,private_label_not_all_organic,KRAV-certified food processors.
SE,2024,krav_private_label,krav_total_restaurants,627,operators,KRAV private-label certification,KRAVs Ekobarometer 2025 April,KRAV,certification_market_barometer,https://www.krav.se/om-oss/rapporter/kravs-ekobarometer/,text/se-krav-ekobarometer-2025-april.txt,lines 331-343,private_certifier_report,research/data/nordic/core-series/organic_control_operators_annual.csv,staged_private_label_source,private_label_not_all_organic,KRAV-certified restaurants total.
SE,2024,krav_private_label,krav_registered_articles,8012,articles,Mitt KRAV product/article register,KRAVs Ekobarometer 2025 April,KRAV,certification_market_barometer,https://www.krav.se/om-oss/rapporter/kravs-ekobarometer/,text/se-krav-ekobarometer-2025-april.txt,lines 331-348,private_certifier_report,research/data/nordic/core-series/organic_control_operators_annual.csv,staged_private_label_source,private_label_not_all_organic,Registered articles in Mitt KRAV.
SE,2022,public_procurement,municipal_organic_purchase_share,35.7,percent,Swedish municipal food purchases,KRAVs Ekobarometer 2023 April,KRAV,certification_market_barometer,https://www.krav.se/om-oss/rapporter/kravs-ekobarometer/,text/se-krav-ekobarometer-2023-april.txt,lines 140-166,private_certifier_matilda_foodtech,research/data/nordic/core-series/organic_public_procurement_annual.csv,staged_sector_source,scope_municipal_not_all_public_sector,KRAV reports Matilda Foodtech figure; keep separate from Ekomatcentrum public-sector share.
SE,2022,public_procurement,municipal_krav_purchase_share,19.6,percent,Swedish municipal food purchases,KRAVs Ekobarometer 2023 April,KRAV,certification_market_barometer,https://www.krav.se/om-oss/rapporter/kravs-ekobarometer/,text/se-krav-ekobarometer-2023-april.txt,lines 140-166,private_certifier_matilda_foodtech,research/data/nordic/core-series/organic_public_procurement_annual.csv,staged_sector_source,scope_municipal_krav_private_label,"KRAV share of municipal purchases, sourced by KRAV to Matilda Foodtech."
SE,2022,public_procurement,public_sector_organic_purchase_share,37,percent,municipalities and regions / public-sector food purchases,Ekomatcentrum EMC marknadsrapport 2023,Ekomatcentrum,public_procurement_market_report,https://ekomatcentrum.se/wp-content/uploads/2023/05/EMC-marknadsrapport-2023-fardigstalld-1-2.pdf,text/se-ekomatcentrum-emc-marknadsrapport-2023.txt,lines 49-54 and 76-85,sector_public_meals_source,research/data/nordic/core-series/organic_public_procurement_annual.csv,staged_sector_source,value_share_public_sector_scope,EMC 2023 reports 2022 public-sector organic share fell from 38% to 37%.
SE,2023,public_procurement,public_sector_organic_purchase_share,34.2,percent,public-sector food purchases,Ekomatcentrum Ekomatsligan 2024 page,Ekomatcentrum,public_procurement_report_page,https://ekomatcentrum.se/ekomatsligan-rapport2024/,text/se-ekomatcentrum-ekomatsligan-2024-page.txt,lines 121-129,sector_public_meals_source,research/data/nordic/core-series/organic_public_procurement_annual.csv,staged_sector_source,value_share_public_sector_scope,2023 organic purchase share; down 2.8 percentage points from previous year.
SE,2023,public_procurement,public_sector_organic_purchase_value,4.3,SEK_billion,public-sector organic food purchases,Ekomatcentrum Ekomatsligan 2024 page,Ekomatcentrum,public_procurement_report_page,https://ekomatcentrum.se/ekomatsligan-rapport2024/,text/se-ekomatcentrum-ekomatsligan-2024-page.txt,lines 121-129,sector_public_meals_source,research/data/nordic/core-series/organic_public_procurement_annual.csv,staged_sector_source,current_value_not_directly_cross_country_comparable,Organic purchases out of SEK 12.5bn total public-sector food spend.
SE,2023,public_procurement,public_sector_total_food_spend,12.5,SEK_billion,public-sector food purchases,Ekomatcentrum Ekomatsligan 2024 page,Ekomatcentrum,public_procurement_report_page,https://ekomatcentrum.se/ekomatsligan-rapport2024/,text/se-ekomatcentrum-ekomatsligan-2024-page.txt,lines 121-129,sector_public_meals_source,research/data/nordic/core-series/organic_public_procurement_annual.csv,staged_sector_source,current_value_not_directly_cross_country_comparable,Denominator for 2023 public-sector organic purchase value.
