id,quality,tags,status,gate,manual_check,local_paths,local_exists,urls,db_hits,next_action,reference,note
"SRC-B-027","primær","B-sidestream, baseline","db-candidate-review","requires-manual-check","true","","","https://www.sintef.no/publikasjoner/publikasjon/019cb816e9d8-613672ba-42ff-40f5-8c4a-d11bcb98a574","Document:cmn5ibulx003x1i0dohc61w18 -> Doc:cmn5ibulx003x1i0dohc61w18 (Sammendrag: Vista Analyse — Mat, dagligvare og landbruk) [fuzzy:3]","Kontroller fuzzy DB-treff manuelt før raden regnes som DB-lenket.","https://www.sintef.no/publikasjoner/publikasjon/019cb816e9d8-613672ba-42ff-40f5-8c4a-d11bcb98a574/","SINTEF Analyse marint restråstoff 2024 som norsk sjømatrestråstoff-baseline for volum, utnyttelse og uutnyttet restråstoff."
"SRC-B-028","primær","B-sidestream, C-adoption","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/hebrok-phd-2020.md","research/bibliotek/akademia/masteroppgaver/hebrok-phd-2020.md:yes","","Document:cmmv9nxpx000iw70desd9ioor -> Doc:cmmv9nxpx000iw70desd9ioor (Untitled) [path:hebrok-phd-2020.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/hebrok-phd-2020.md","PhD om husholdningsmatsvinn som hverdagspraksis; viser at informasjonstiltak alene er svakt og at rutiner, planlegging og designintervensjoner må forstås sammen."
"SRC-B-029","primær","B-sidestream, C-adoption, market power","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/brancoli-phd-2021.md","research/bibliotek/akademia/masteroppgaver/brancoli-phd-2021.md:yes","","Document:cmmv9nxpa0009w70df8kr6hmc -> Doc:cmmv9nxpa0009w70df8kr6hmc (Untitled) [path:brancoli-phd-2021.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/brancoli-phd-2021.md","PhD om matsvinn i svensk brødverdikjede; dokumenterer take-back-avtaler, overproduksjonsinsentiver og høyere verdiutnyttelse av overskuddsbrød."
"SRC-B-030","primær","B-sidestream, baseline, C-adoption","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/sundin-phd-2024.md","research/bibliotek/akademia/masteroppgaver/sundin-phd-2024.md:yes","","Document:cmmv9nxqs000zw70dlnk3zui6 -> Doc:cmmv9nxqs000zw70dlnk3zui6 (Untitled) [path:sundin-phd-2024.md]; SourceDoc:src-89 -> Doc:cmmv9nxqs000zw70dlnk3zui6 (Sustainability of food waste prevention) [path:sundin-phd-2024.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/sundin-phd-2024.md","PhD som kvantifiserer husholdningsmatsvinn og klimaeffekt; nyttig for å unngå overclaiming av matsvinnreduksjon uten kostholdsendring."
"SRC-B-031","primær","A-feed, B-sidestream, policy","db-record-only","requires-manual-check","true","src/lib/data/theses.ts","src/lib/data/theses.ts:yes","https://pub.epsilon.slu.se/id/document/20453027","Thesis:slu-house-crickets-2025 (Integrating house crickets in circular food systems) [thesis-id]","Koble DB-rad til Document/PDF eller marker som URL-only kilde.","src/lib/data/theses.ts (`slu-house-crickets-2025`) og https://pub.epsilon.slu.se/id/document/20453027","SLU-avhandling om hus-sirisser i sirkulære matsystemer: crop residues til protein og frass-gjødsel. Lokal PDF-/dokumentspeiling mangler fortsatt."
"SRC-B-032","primær","B-sidestream, baseline, C-adoption","db-candidate-review","requires-manual-check","true","","","https://www.matvett.no/uploads/documents/Faktaark-om-matsvinn-i-Norge-2024-alle-sektorer.pdf; https://norsus.no/wp-content/uploads/7.-OR.27.25-Faktark-om-matsvinn-i-Norge-2024-1.pdf","Document:cmmpax3hy001ou10dn1qizros -> Doc:cmmpax3hy001ou10dn1qizros (Sammendrag: Matsvinn i Norge 2024 (Matvett & NORSUS)) [fuzzy:3]","Kontroller fuzzy DB-treff manuelt før raden regnes som DB-lenket.","Matvett/NORSUS faktaark om matsvinn i Norge 2024 (sektorvise + samlet); https://www.matvett.no/uploads/documents/Faktaark-om-matsvinn-i-Norge-2024-alle-sektorer.pdf og https://norsus.no/wp-content/uploads/7.-OR.27.25-Faktark-om-matsvinn-i-Norge-2024-1.pdf","Matvett+NORSUS-faktaark for 2024-året: 407 100 tonn totalt matsvinn, 73,4 kg/innbygger, 24 % reduksjon siden 2015 (uten jordbruk), sektorvise tall for matindustri, grossist, dagligvare, KBS, restaurant og husholdninger. Klimaavtrykk -28 %, økonomisk tap -30 %."
"SRC-C-001","intern syntese","C-adoption, policy","db-linked","internal-synthesis","false","research/norden/regulatory-policy-landscape-nordic.md","research/norden/regulatory-policy-landscape-nordic.md:yes","","Document:cmmpax3pn002iu10dyqdpzw50 -> Doc:cmmpax3pn002iu10dyqdpzw50 (Nordic Food Systems: Regulatory & Policy Landscape (2024-2026)) [path:regulatory-policy-landscape-nordic.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/norden/regulatory-policy-landscape-nordic.md","Komparativt policykart for nordisk matregulering, UTP, Farm to Fork, EUDR, PPWR og matsvinnmål."
"SRC-C-002","intern syntese","C-adoption, policy","db-linked","internal-synthesis","false","research/analyse/offentlig-innkjop-nordisk.md","research/analyse/offentlig-innkjop-nordisk.md:yes","","Document:cmn5ibu8g000f1i0d70ded46c -> Doc:cmn5ibu8g000f1i0d70ded46c (Offentlig matinnkjøp i Norden -- en komparativ oversikt) [path:offentlig-innkjop-nordisk.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/analyse/offentlig-innkjop-nordisk.md","Komparativ oversikt over offentlige matinnkjøp i Norden og transformativ etterspørselsmakt."
"SRC-C-003","primær","C-adoption, policy","db-linked","external-ready-candidate","false","research/regulatory/eu-farm-to-fork-strategy-2020.md","research/regulatory/eu-farm-to-fork-strategy-2020.md:yes","","Document:cmmxvfwk2008j1i0dp6hr94vt -> Doc:cmmxvfwk2008j1i0dp6hr94vt (EU Farm to Fork Strategy — For a Fair, Healthy and Environmentally-Friendly Food ...) [path:eu-farm-to-fork-strategy-2020.md]","Kan brukes som kandidat i evidence matrix; legg på sidetall/claim-ID.","research/regulatory/eu-farm-to-fork-strategy-2020.md","EU-strategi som politisk ramme for bærekraftige matsystemer og etterspørsels-/tilbudsvirkemidler."
"SRC-C-004","primær","C-adoption, policy","db-linked","external-ready-candidate","false","research/regulatory/eu-utp-directive-2019-633.md","research/regulatory/eu-utp-directive-2019-633.md:yes","","Document:cmmxvfwlr008m1i0dqspffc2s -> Doc:cmmxvfwlr008m1i0dqspffc2s (EU Directive 2019/633 — Unfair Trading Practices in the Agricultural and Food Sup...) [path:eu-utp-directive-2019-633.md]","Kan brukes som kandidat i evidence matrix; legg på sidetall/claim-ID.","research/regulatory/eu-utp-directive-2019-633.md","EU-direktiv om urimelig handelspraksis i matforsyningskjeden."
"SRC-C-005","primær","C-adoption, policy","db-linked","external-ready-candidate","false","research/regulatory/eu-utp-evaluering-desember-2025.md","research/regulatory/eu-utp-evaluering-desember-2025.md:yes","","Document:cmmy00ijt009nio0dzlkt685w -> Doc:cmmy00ijt009nio0dzlkt685w (EU UTP-direktivet -- Evalueringsrapport desember 2025 (COM(2025) 728)) [path:eu-utp-evaluering-desember-2025.md]","Kan brukes som kandidat i evidence matrix; legg på sidetall/claim-ID.","research/regulatory/eu-utp-evaluering-desember-2025.md","EU-evaluering av UTP-direktivet som grunnlag for håndhevings- og regelverksdiskusjon."
"SRC-C-006","primær","C-adoption, policy","db-linked","external-ready-candidate","false","research/regulatory/eu-ppwr-emballasjeforordningen-2025.md","research/regulatory/eu-ppwr-emballasjeforordningen-2025.md:yes","","Document:cmmy00ijn009lio0dmv61ndh7 -> Doc:cmmy00ijn009lio0dmv61ndh7 (EU Emballasje- og emballasjeavfallsforordningen (PPWR 2025/40)) [path:eu-ppwr-emballasjeforordningen-2025.md]","Kan brukes som kandidat i evidence matrix; legg på sidetall/claim-ID.","research/regulatory/eu-ppwr-emballasjeforordningen-2025.md","EU PPWR-kilde for emballasje, avfall og sirkulære krav som påvirker matsystemet."
"SRC-C-007","primær","C-adoption, policy, A-feed","db-linked","external-ready-candidate","false","research/regulatory/eu-eudr-avskogingsforordningen-2025.md","research/regulatory/eu-eudr-avskogingsforordningen-2025.md:yes","","Document:cmmy00ij4009eio0dfmkk2y08 -> Doc:cmmy00ij4009eio0dfmkk2y08 (EU Avskogingsforordning (EUDR) -- Implementering og nordisk innvirkning) [path:eu-eudr-avskogingsforordningen-2025.md]","Kan brukes som kandidat i evidence matrix; legg på sidetall/claim-ID.","research/regulatory/eu-eudr-avskogingsforordningen-2025.md","EUDR-kilde relevant for soya, avskogsrisiko og importerte fôrråvarer."
"SRC-C-008","sekundær","C-adoption, B-sidestream, policy","db-linked","external-ready-candidate","false","research/bibliotek/akademia/pubmed/szulecka-j-2024-food-waste-governance-architectures-in.md","research/bibliotek/akademia/pubmed/szulecka-j-2024-food-waste-governance-architectures-in.md:yes","","Document:cmnyng1kw005nd50dd8hwb1g0 -> Doc:cmnyng1kw005nd50dd8hwb1g0 (Food Waste Governance Architectures in Europe: Actors, Steering Modes, and Harmon...) [path:szulecka-j-2024-food-waste-governance-architectures-in.md]","Kan brukes som kandidat i evidence matrix; legg på sidetall/claim-ID.","research/bibliotek/akademia/pubmed/szulecka-j-2024-food-waste-governance-architectures-in.md","Fagartikkel om matsvinnstyring og governance-arkitekturer i Norden."
"SRC-C-009","sekundær","C-adoption, B-sidestream","db-linked","external-ready-candidate","false","research/bibliotek/akademia/pubmed/parra-lopez-c-2026-enabling-the-circular-food-economy.md","research/bibliotek/akademia/pubmed/parra-lopez-c-2026-enabling-the-circular-food-economy.md:yes","","Document:cmnyng1kf005jd50dbmw657ht -> Doc:cmnyng1kf005jd50dbmw657ht (Enabling the Circular Food Economy Through Industry 4.0: A Review of Applications...) [path:parra-lopez-c-2026-enabling-the-circular-food-economy.md]","Kan brukes som kandidat i evidence matrix; legg på sidetall/claim-ID.","research/bibliotek/akademia/pubmed/parra-lopez-c-2026-enabling-the-circular-food-economy.md","Fagartikkel om digitalisering, sporbarhet og EU-policy som muliggjørere for sirkulær matøkonomi."
"SRC-C-010","primær","C-adoption, B-sidestream","db-linked","external-ready-candidate","false","research/bibliotek/akademia/masteroppgaver/lehtokunnas-phd-2023.md","research/bibliotek/akademia/masteroppgaver/lehtokunnas-phd-2023.md:yes","","Document:cmmv9nxq5000nw70d9upwe6ej -> Doc:cmmv9nxq5000nw70d9upwe6ej (Untitled) [path:lehtokunnas-phd-2023.md]; SourceDoc:src-90 -> Doc:cmmv9nxq5000nw70d9upwe6ej (Enacting a Circular Economy: An Ethnography of Multiple Possible Futures) [path:lehtokunnas-phd-2023.md]","Kan brukes som kandidat i evidence matrix; legg på sidetall/claim-ID.","research/bibliotek/akademia/masteroppgaver/lehtokunnas-phd-2023.md","PhD om hvordan sirkulærøkonomi realiseres i hverdagspraksis i butikker, husholdninger og biogassanlegg."
"SRC-C-011","uvalidert","C-adoption, baseline","db-linked","internal-only","true","research/perplexity-20-04-26/kpi-sirkularitet-offentlig-privat.md","research/perplexity-20-04-26/kpi-sirkularitet-offentlig-privat.md:yes","","Document:cmo87fi4c00jpq30d9w30ry2h -> Doc:cmo87fi4c00jpq30d9w30ry2h (Jeg trenger en oversikt over hvilke nøkkelindikatorer (KPI-er) som brukes operati...) [path:kpi-sirkularitet-offentlig-privat.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/perplexity-20-04-26/kpi-sirkularitet-offentlig-privat.md","Arbeidsnotat om operative KPI-er for sirkularitet i offentlige og private matsystemaktører."
"SRC-C-012","uvalidert","C-adoption, policy","db-linked","internal-only","true","research/bibliotek/forskningsrunde-2026-04-20-r2/p42-barriereanalyse-sirkulaer-mat-2026-04-20.md","research/bibliotek/forskningsrunde-2026-04-20-r2/p42-barriereanalyse-sirkulaer-mat-2026-04-20.md:yes","","Document:cmo87fgsc00b0q30d7ltthbcs -> Doc:cmo87fgsc00b0q30d7ltthbcs (Gjennomfør en systematisk barriereanalyse basert på nordiske og internasjonale case:) [path:p42-barriereanalyse-sirkulaer-mat-2026-04-20.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/forskningsrunde-2026-04-20-r2/p42-barriereanalyse-sirkulaer-mat-2026-04-20.md","Arbeidsnotat som rangerer økonomiske, regulatoriske, kulturelle og strukturelle barrierer."
"SRC-C-013","primær","C-adoption, policy","db-candidate-review","requires-manual-check","true","","","","Document:cmo7gxgrn008m060dmzwz2kkc -> Doc:cmo7gxgrn008m060dmzwz2kkc (Makt, fryktkultur og svak enforcement i norsk og nordisk dagligvare) [fuzzy:3]","Kontroller fuzzy DB-treff manuelt før raden regnes som DB-lenket.","Lovdata/regjeringen.no: lov om god handelsskikk og myndighetsoverføring 2026-04-30","Norsk rettslig baseline for god handelsskikk og overføring av håndheving fra Dagligvaretilsynet til Konkurransetilsynet fra 30.04.2026."
"SRC-C-014","primær","C-adoption, policy, actor","db-linked","requires-manual-check","true","research/evidence-pack/tilsyn/dagligvaretilsynet-samarbeidsklima-2025.pdf","research/evidence-pack/tilsyn/dagligvaretilsynet-samarbeidsklima-2025.pdf:yes","","Document:cmmxa66z0004pty0d3ikanar7 -> Doc:cmmxa66z0004pty0d3ikanar7 (Rapport om Samarbeidsklimaet i Dagligvarebransjen 2023) [path:dagligvaretilsynet-samarbeidsklima-2025.pdf]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/evidence-pack/tilsyn/dagligvaretilsynet-samarbeidsklima-2025.pdf","Norsk tilsynsundersøkelse om samarbeidsklima, rapporteringsfrykt, kontakt med tilsyn og praktiske barrierer."
"SRC-C-015","primær","C-adoption, policy","db-linked","requires-manual-check","true","research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2023.pdf; research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2024.pdf","research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2023.pdf:yes; research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2024.pdf:yes","","Document:cmmxa66sl0049ty0d8stlkub2 -> Doc:cmmxa66sl0049ty0d8stlkub2 (Arsrapporter 2023) [path:dagligvaretilsynet-aarsrapport-2023.pdf]; Document:cmmxa66sz004aty0d7abq7icn -> Doc:cmmxa66sz004aty0d7abq7icn (arsrapport dagligvaretilsynet 2024) [path:dagligvaretilsynet-aarsrapport-2024.pdf]; Document:cmoh2g6g30001n60dhuhguh87 -> Doc:cmoh2g6g30001n60dhuhguh87 (Årsrapport for Dagligvaretilsynet 2023) [path:dagligvaretilsynet-aarsrapport-2023.pdf]; Document:cmoh2g6gk0002n60drn30t1uq -> Doc:cmoh2g6gk0002n60drn30t1uq (Årsrapport for Dagligvaretilsynet 2024) [path:dagligvaretilsynet-aarsrapport-2024.pdf]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2023.pdf og research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2024.pdf","Årsrapporter som dokumenterer tilsynets dialogmodell, få formelle saker og kapasitets-/håndhevingskontekst."
"SRC-C-016","primær","C-adoption, policy, market power","db-linked","requires-manual-check","true","research/evidence-pack/tilsyn/dagligvarerapport-2024.pdf","research/evidence-pack/tilsyn/dagligvarerapport-2024.pdf:yes","","Document:cmmxa66yc004nty0d0jm0sovj -> Doc:cmmxa66yc004nty0d0jm0sovj (Dagligvarerapport 2022) [path:dagligvarerapport-2024.pdf]; Document:cmoh2g6m5000dn60dmwyfsdxm -> Doc:cmoh2g6m5000dn60dmwyfsdxm (Konkurransetilsynets Dagligvarerapport 2024 25) [path:dagligvarerapport-2024.pdf]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/evidence-pack/tilsyn/dagligvarerapport-2024.pdf og tilhørende Konkurransetilsynet-kilder","Norsk konkurranse-/markedsstrukturgrunnlag for dagligvare, konsentrasjon, marginstudier og håndhevingsverktøy."
"SRC-C-017","primær","C-adoption, policy, procurement","needs-primary-check","requires-manual-check","true","","","","","Primærsjekk før ekstern bruk.","DFØ/Anskaffelser.no: bærekraftig kjøp av mat og måltidstjenester","Primærkilde for offentlig innkjøp som mulig demand-side mekanisme, miljøkrav, matsvinnkrav og kontraktsoppfølging."
"SRC-C-018","primær","C-adoption, policy, A-feed","needs-primary-check","requires-manual-check","true","","","","","Primærsjekk før ekstern bruk.","European Commission EUDR-side, EUR-Lex 2023/1115 og 2025/2650, regjeringen.no/Miljødirektoratet høringer, Landbruksdirektoratet EUDR-FAQ og EØS-notater","EUDR-kildepakke for EU-scope, soya, avskogingsfri dokumentasjon, due diligence, EU-frister og norsk/EØS-høringsstatus. Norsk gjennomføring må formuleres som delvis innlemmelse; soya er ikke foreslått innlemmet i norsk høringsgrunnlag, og endelig Lovdata/EØS-/Traces-status må fortsatt sjekkes."
"SRC-C-019","primær","C-adoption, policy, procurement","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/sorensen-phd-2016.md","research/bibliotek/akademia/masteroppgaver/sorensen-phd-2016.md:yes","","Document:cmmv9nxqm000xw70dnly3nts1 -> Doc:cmmv9nxqm000xw70dnly3nts1 (Untitled) [path:sorensen-phd-2016.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/sorensen-phd-2016.md","PhD om Danmarks Organic Action Plan 2020 og offentlige kjøkken; viser at innkjøpsskifte krever politisk forankring, rådgivere, opplæring og meny-/driftsendring."
"SRC-C-020","primær","C-adoption, policy, procurement","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/lindstrom-2021.md","research/bibliotek/akademia/masteroppgaver/lindstrom-2021.md:yes","","Document:cmn7lflcj002lfy0d15v2pcam -> Doc:cmn7lflcj002lfy0d15v2pcam (Sammendrag: Lindstrom (Umea University, 2021) - Offentlig innkjop, organisk jordb...) [path:lindstrom-2021.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/lindstrom-2021.md","PhD om grønn offentlig anskaffelse, organisk areal og pris-/etterspørselsmekanismer i Sverige."
"SRC-C-021","primær","C-adoption, policy, packaging","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/sundqvist-phd-2025.md","research/bibliotek/akademia/masteroppgaver/sundqvist-phd-2025.md:yes","","Document:cmmv9nxqu0010w70dt7pvs4y7 -> Doc:cmmv9nxqu0010w70dt7pvs4y7 (Untitled) [path:sundqvist-phd-2025.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/sundqvist-phd-2025.md","PhD om matemballasjeregulering som styringslabyrint med konflikt mellom sirkularitet, matsikkerhet og barrier properties."
"SRC-C-022","primær","C-adoption, market power","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/halseth-phd-2024.md","research/bibliotek/akademia/masteroppgaver/halseth-phd-2024.md:yes","","Document:cmmv9nxpu000hw70duxjqxcp8 -> Doc:cmmv9nxpu000hw70duxjqxcp8 (Untitled) [path:halseth-phd-2024.md]; SourceDoc:src-87 -> Doc:cmmv9nxpu000hw70duxjqxcp8 (Competition and Grocery Retail Formats: CID-analyse) [path:halseth-phd-2024.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/halseth-phd-2024.md","NHH/BECCLE PhD med empirisk DiD-analyse av Coop/ICA-oppkjøp og lokale konkurranse-/format-effekter i norsk dagligvare."
"SRC-C-023","primær","C-adoption, market power, pricing","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/ulsaker-2016.md","research/bibliotek/akademia/masteroppgaver/ulsaker-2016.md:yes","","Document:cmn7lflfb003ofy0d1ssg9kg4 -> Doc:cmn7lflfb003ofy0d1ssg9kg4 (Sammendrag: Ulsaker (NHH, 2016) - Vertikale restriksjoner) [path:ulsaker-2016.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/ulsaker-2016.md","PhD om vertikale restriksjoner, assortimentsvalg, prisdannelse og profitfordeling i verdikjeder."
"SRC-C-024","primær","C-adoption, market power, property","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/nguyen-hartmann-2024.md","research/bibliotek/akademia/masteroppgaver/nguyen-hartmann-2024.md:yes","","Document:cmmpax3e5000gu10dt9q0g64e -> Doc:cmmpax3e5000gu10dt9q0g64e (Sammendrag: Nguyen & Hartmann (NHH, 2024) — Restriktive servitutter) [path:nguyen-hartmann-2024.md]; SourceDoc:src-22 -> Doc:cmmpax3e5000gu10dt9q0g64e (Restrictive covenants in the Norwegian grocery market) [path:nguyen-hartmann-2024.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/nguyen-hartmann-2024.md","Masteroppgave om eksklusive/restriktive eiendomsklausuler i norsk dagligvare, lokal konsentrasjon og etableringsbarrierer."
"SRC-C-025","primær","A-feed, C-adoption, market power","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/martens-norum-2020.md","research/bibliotek/akademia/masteroppgaver/martens-norum-2020.md:yes","","Document:cmmpax3dy000eu10dg93dsm4m -> Doc:cmmpax3dy000eu10dg93dsm4m (Sammendrag: Martens & Norum (NHH, 2020) — Importvernets påvirkning på leverandørk...) [path:martens-norum-2020.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/martens-norum-2020.md","Masteroppgave om importvern, leverandørkonsentrasjon og bilateralt maktforhold mellom kjeder og leverandører."
"SRC-C-026","primær","C-adoption, logistics, market power","db-linked","requires-manual-check","true","research/bibliotek/akademia/masteroppgaver/skjervheim-bernes-flo-2016.md","research/bibliotek/akademia/masteroppgaver/skjervheim-bernes-flo-2016.md:yes","","Document:cmnyng1e9003vd50dz9zoulzr -> Doc:cmnyng1e9003vd50dz9zoulzr (Sammendrag: Skjervheim Bernes & Flo (NHH, 2016) — Paraplykjedenes overtakelse av ...) [path:skjervheim-bernes-flo-2016.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/bibliotek/akademia/masteroppgaver/skjervheim-bernes-flo-2016.md","Masteroppgave om kjedenes overtakelse av grossist-/distribusjonsledd og hvordan distribusjonskontroll kan fungere som etableringsbarriere."
"SRC-C-027","primær","C-adoption, policy","db-record-only","requires-manual-check","true","","","https://www.riksrevisionen.se/granskningar/granskningsrapporter/2025/statens-insatser-for-jordbrukets-klimatomstallning.html","Report:riksrevisionen-2025-jordbrukets-klimatomstallning (Statens insatser for jordbrukets klimatomstallning (RiR 2025:24)) [url:exact]","Koble DB-rad til Document/PDF eller marker som URL-only kilde.","Riksrevisionen 2025: «Statens insatser för jordbrukets klimatomställning»; https://www.riksrevisionen.se/granskningar/granskningsrapporter/2025/statens-insatser-for-jordbrukets-klimatomstallning.html","Svensk riksrevisjonsrapport som dokumenterer at det mangler styrmedel for ~68 % av jordbrukets klimagassutslipp (organogen jord + drøvtygger-fordøyelse 2023), og at regjeringen ikke har redovisat plan for hvordan jordbrukets klimapåvirkning skal begrenses for å nå klimamålet. Sentral for adoption/policy-spor og som benchmark for nordisk policysammenligning."
"SRC-C-028","sekundær","C-adoption, policy","external-only","requires-manual-check","true","","","https://concito.dk/en/node/3817","","Last ned/speil primærkilde eller opprett SourceDoc før tung bruk.","Concito Q&A om Green Tripartite Agreement (Danmark 2024); https://concito.dk/en/node/3817 + relaterte WRI-/Carbon Brief-analyser","Concito-tenketankens analyse av dansk Green Tripartite Agreement (juni 2024 + november-utvidelsen): klimaskatt på husdyr 300 DKK/t (2030) → 750 DKK/t (2035) med 60 % rabatt, Green Land Fund 43 mrd DKK, 250 000 ha ny skog, 140 000 ha tilbakevæting. Brukes som referanse for hva en hybrid skatte-/incentivpakke kan se ut som."
"SRC-REG-001","primær","A-feed, B-sidestream, policy","external-only","requires-manual-check","true","","","https://www.mattilsynet.no/for/insekter-til-bruk-i-for","","Last ned/speil primærkilde eller opprett SourceDoc før tung bruk.","https://www.mattilsynet.no/for/insekter-til-bruk-i-for","Mattilsynet-veiledning om insekter til fôr, tillatte arter, substratkrav, forbud mot kjøkken-/matavfall, gjødsel og slam, og PAP til fisk/svin/fjørfe."
"SRC-REG-002","primær","A-feed, policy","external-only","requires-manual-check","true","","","https://www.mattilsynet.no/sirkulaerokonomi-og-baerekraftig-for/regelverksarbeid-om-forsubstrat-til-insekter","","Last ned/speil primærkilde eller opprett SourceDoc før tung bruk.","https://www.mattilsynet.no/sirkulaerokonomi-og-baerekraftig-for/regelverksarbeid-om-forsubstrat-til-insekter","Mattilsynet-notat om dagens og mulig fremtidig regelverksarbeid for insektsubstrater: catering waste, tidligere matvarer med kjøtt/fisk og fiskeslam."
"SRC-REG-003","primær","A-feed, B-sidestream, policy","needs-primary-check","requires-manual-check","true","","","","","Primærsjekk før ekstern bruk.","EUR-Lex 1069/2009 og 142/2011","EU ABP-regelverk for animaliebiprodukter, kategori 3, catering waste-definisjon og grensen mellom tidligere matvarer og forbudt fôr."
"SRC-REG-004","primær","A-feed, policy","needs-primary-check","requires-manual-check","true","","","","","Primærsjekk før ekstern bruk.","EUR-Lex 2017/893 og regjeringens EØS-notat om TSE/insektsmel i fiskefôr","Rettsgrunnlag for at PAP fra oppdrettede insekter ble åpnet i akvakulturfôr under vilkår."
"SRC-REG-005","primær","A-feed, policy","needs-primary-check","requires-manual-check","true","","","","","Primærsjekk før ekstern bruk.","EUR-Lex 2021/1372 og regjeringens EØS-notat om TSE-lettelser","Rettsgrunnlag for lettelser i fôringsforbudet og PAP fra insekter til svin/fjørfe under artsbarriere og kontrollkrav."
"SRC-REG-006","primær","A-feed, policy","external-only","needs-primary-check","false","","","https://www.efsa.europa.eu/en/efsajournal/pub/4257","","Last ned/speil primærkilde eller opprett SourceDoc før tung bruk.","https://www.efsa.europa.eu/en/efsajournal/pub/4257","EFSA 2015 risikoprofil for insekter som mat/fôr; sentral for føre-var-logikk, substratrisiko og datakrav."
"SRC-BASE-001","intern syntese","baseline","repo-only","internal-synthesis","false","research/DATA-READINESS-SLUTTRAPPORT.md","research/DATA-READINESS-SLUTTRAPPORT.md:yes","","","Importer eller lenk lokal fil til Document/SourceDoc/Report.","research/DATA-READINESS-SLUTTRAPPORT.md","Status for datagrunnlag, proveniens, dokumentdekning og kildeberedskap."
"SRC-BASE-002","intern syntese","baseline","db-linked","internal-synthesis","false","research/PLATTFORM-KOBLING.md","research/PLATTFORM-KOBLING.md:yes","","Document:cmnyng0y0000ad50dpgsnq1wl -> Doc:cmnyng0y0000ad50dpgsnq1wl (Plattform-kobling — seed ↔ arkiv) [path:PLATTFORM-KOBLING.md]; Document:cmo87ff6y000iq30ddjzoa6cj -> Doc:cmo87ff6y000iq30ddjzoa6cj (Plattform-kobling — seed ↔ arkiv) [path:PLATTFORM-KOBLING.md]","DB-lenke finnes; behold manuell sjekk/forbehold fra shortlist.","research/PLATTFORM-KOBLING.md","Kobling mellom seed-data, lokale filer og plattformstruktur."
