priority,status,country,theme,doc_type,institution,title,year,url,url_type,current_local_status,target_path,next_action,source_basis
P2,downloaded,DK,benchmark,strategy,Koebenhavns Madhus,Maaltidstrategi og statusrapport 2025,2025,https://www.kbhmadhus.dk/,landing_html,local_md_available,research/evidence-pack/internasjonal/kbh-madhus-strategi-2025.pdf,download_strategy_document,forskningsrunde-2026-04-20 - benchmarks
P2,downloaded,SE,benchmark,academic,DIVA Portal,Soedertaelje Diet for a Green Planet evaluation,2023,https://www.diva-portal.org/,landing_html,local_md_available,research/evidence-pack/akademia/sodertaelje-diet-green-planet-2023.pdf,locate_diva_record,forskningsrunde-2026-04-20 - benchmarks
P2,downloaded,BR,benchmark,report,FAO / FNDE,PNAE Brazil country example,2023,https://www.fao.org/brasil/,landing_html,local_md_available,research/evidence-pack/internasjonal/pnae-brazil-fao-2023.pdf,download_fao_report,forskningsrunde-2026-04-20 - benchmarks
P2,downloaded,KR,benchmark,report,OECD,Environmental Performance Reviews Korea 2017,2017,https://www.oecd.org/content/dam/oecd/en/publications/reports/2017/03/oecd-environmental-performance-reviews-korea-2017_g1g742d0/9789264268265-en.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/oecd-korea-envreview-2017.pdf,download_oecd_review,forskningsrunde-2026-04-20 - benchmarks
P2,downloaded,KR,benchmark,report,OECD,Environmental Performance Reviews Korea 2017,2017,https://www.oecd.org/content/dam/oecd/en/publications/reports/2017/03/oecd-environmental-performance-reviews-korea-2017_g1g742d0/9789264268265-en.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/oecd-korea-envreview-2017.pdf,download_oecd_review,forskningsrunde-2026-04-20 - benchmarks
P3,downloaded,FR,benchmark,research,ADEME,Garot law panel study (10 stores),2019,https://librairie.ademe.fr/img/cms/ADEME-publications-alimentation-gaspillage-alimentaire-0326.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/ademe-garot-panel-2019.pdf,locate_ademe_publication,forskningsrunde-2026-04-20 - benchmarks
P3,downloaded,FR,benchmark,research,ADEME,Garot law panel study (10 stores),2019,https://librairie.ademe.fr/img/cms/ADEME-publications-alimentation-gaspillage-alimentaire-0326.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/ademe-garot-panel-2019.pdf,locate_ademe_publication,forskningsrunde-2026-04-20 - benchmarks
P3,downloaded,SG,benchmark,regulation,Singapore Food Agency,Approved novel foods list (17 March 2026),2026,https://www.sfa.gov.sg/docs/default-source/regulatory-standards-frameworks-and-guidelines/2026-03-sfa-list-of-approved-novel-foods.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/sfa-novel-foods-2026.pdf,archive_snapshot,forskningsrunde-2026-04-20 - benchmarks
P3,downloaded,SG,benchmark,regulation,Singapore Food Agency,Approved novel foods list (17 March 2026),2026,https://www.sfa.gov.sg/docs/default-source/regulatory-standards-frameworks-and-guidelines/2026-03-sfa-list-of-approved-novel-foods.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/sfa-novel-foods-2026.pdf,archive_snapshot,forskningsrunde-2026-04-20 - benchmarks
P3,downloaded,DK,benchmark,corporate,Too Good To Go,Impact report 2024,2024,https://cdn.sanity.io/files/nqimd3nr/production/83977a7461d5d52e3f4412cf733f75221adccbb5.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/tgtg-impact-2024.pdf,download_impact_report,forskningsrunde-2026-04-20 - benchmarks
P3,downloaded,DK,benchmark,corporate,Too Good To Go,Impact report 2024,2024,https://cdn.sanity.io/files/nqimd3nr/production/83977a7461d5d52e3f4412cf733f75221adccbb5.pdf,direct_pdf,local_pdf_available,research/evidence-pack/internasjonal/tgtg-impact-2024.pdf,download_impact_report,forskningsrunde-2026-04-20 - benchmarks
