url,title,author_institution,year,country,doc_type,theme,priority,download_status,local_path,next_action,origin_files,origin_entity_ids,sources_count
https://thefishsite.com/articles/insect-producer-seeks-reconstruction-in-the-face-of-bankruptcy,Insect producer seeks reconstruction in face of bankruptcy (Enorm),The Fish Site,2025,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/enorm-biofactory/media-thefishsite-2025.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://vegconomist.com/cheese-alternatives/stockeld-dreamery-shuts-down-citing-decline-plant-based/,Stockeld Dreamery shuts down citing plant-based decline,vegconomist,2024,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/stockeld-dreamery/media-vegconomist.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://vegconomist.com/company-news/dug-foodtech-declared-bankrupt-assets-now-open-acquisition/,DUG Foodtech Declared Bankrupt - Assets Open for Acquisition,vegconomist,2026,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/dug-foodtech/media-vegconomist-2026.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://vegconomist.com/company-news/mycorena-files-bankruptcy-seeks-new-ownership-mycoprotein-ingredients/,Mycorena Files for Bankruptcy Seeks New Ownership,vegconomist,2024,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/mycorena/media-vegconomist-2024.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://vegconomist.com/company-news/swedens-hooked-foods-closes-down-after-seven-years/,Hooked Foods closes after 7 years,vegconomist,2026,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/hooked-foods/media-vegconomist.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.aarstiderne.com/,Aarsrapport 2024-2025,Aarstiderne,2025,DK,corporate,alt-distribusjon,P3,downloaded,research/evidence-pack/selskap/aarstiderne-2024.pdf,contact_aarstiderne_or_locate_cvr_filing,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.agritecture.com/blog/2019/2/22/swedish-vertical-farming-company-plantagon-international-declares-bankruptcy,Plantagon Fall - Lessons for AgTech Innovators (historic),Agritecture,2019,SE,analysis,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/plantagon/analysis-agritecture.pdf,snapshot_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.allabolag.se/,DUG Foodtech AB orgnr-oppslag; Hooked Foods AB orgnr-oppslag; Hooked Foods AB siste aarsredovisning 2024; Ljusgaarda AB aarsredovisning 2023; Ljusgaarda AB orgnr-oppslag og driftomlegging; Mycorena AB orgnr-oppslag; Mycorena AB siste aarsredovisning 2023; Stockeld Dreamery AB aarsredovisning siste; ,Bolagsverket,2023; 2024; 2026,SE,annual_report; enhetsregister,sirkular-konkurser,P1,downloaded,research/evidence-pack/sirkular-konkurser/mycorena/allabolag-orgnr.json,lookup_orgnr_via_allabolag,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.arla.com/sustainability/,Arla FarmAhead Check sustainability data 2024; FarmAhead Check data 2024,Arla Foods; Arla Foods amba,2024,DK,sustainability; årsrapport,benchmark,P2,downloaded,research/evidence-pack/selskap/arla-farmahead-2024.pdf,download_sustainability_reporting,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/sources.ts,src-152,3
https://www.cheffelo.com/investors,Cheffelo Q4 2025 investor release; Q4 2025 investor release,Cheffelo; Cheffelo AB,2025,SE,investor; årsrapport,alt-distribusjon,P2,downloaded,research/evidence-pack/selskap/cheffelo-q4-2025.pdf,download_from_cheffelo_ir,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/sources.ts,src-148,3
https://www.cibusnordic.com/investors/,Cibus Nordic Real Estate annual report 2024,Cibus Nordic,2024,SE,annual_report,eiendom,P3,downloaded,research/evidence-pack/arsrapporter/cibus-nordic-2024.pdf,download_from_cibus_ir_pages,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.cnbc.com/video/2024/11/16/how-too-good-to-go-brings-in-162-millionyear-selling-leftovers.html,How Too Good To Go brings in 162m year selling leftovers,CNBC,2024,INT,benchmark,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/_benchmarks/tgtg-cnbc-2024.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.coop.dk/media/yuaejcd4/aarsrapport-coop-danmark-2023.pdf,Fremtidens Coop 2023 (Irma + Coop.dk MAD),Coop Danmark,2023,DK,press,failed-entrants,P3,downloaded,research/evidence-pack/media/coop-fremtidens-coop-2023.pdf,archive_press_release,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.dagligvaretilsynet.no/,Dagligvaretilsynet; Hoeringssvar 2025 om endringer i lov om god handelsskikk; Samarbeidsklimaet i dagligvarebransjen 2025,Dagligvaretilsynet,2025,NO,hearing; rapport; regulator,enforcement,P2,downloaded,research/evidence-pack/offentlig/dagligvaretilsynet-horingssvar-2025.pdf,locate_pdf,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/actors.ts; src/lib/data/sources.ts,actor-dagligvaretilsynet; src-15,5
https://www.dagligvaretilsynet.no/rapporter-og-strategi,Aarsrapport 2024; Arsrapporter 2021-2023; Samarbeidsklima-undersokelsen 2025,Dagligvaretilsynet,2021-2023; 2024; 2025,NO,annual_report; offentlig,competition-enforcement; enforcement,P1; P2,downloaded,research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2021.pdf | research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2022.pdf | research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2023.pdf,register_series_and_note_existing_2024_copy,research/evidence-pack/download-backlog-2026-03-18.csv; research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/reports.ts,dt-samarbeidsklima-2025,4
https://www.dagligvaretilsynet.no/s/Dagligvaretilsynet-Hringssvar-om-endringer-i-lov-om-god-handelsskikk-handheving.pdf,Dagligvaretilsynet Hringssvar om endringer i lov om god handelsskikk handheving,Dagligvaretilsynet,2024,NO,report-pdf,competition,P1,downloaded,research/evidence-pack/tilsyn/dagligvaretilsynet-horingssvar-handelsskikk.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.dagligvaretilsynet.no/s/Rapport-om-Samarbeidsklimaet-i-Dagligvarebransjen-2023.pdf,Rapport om Samarbeidsklimaet i Dagligvarebransjen 2023,Dagligvaretilsynet,2024,NO,report-pdf,competition,P1,downloaded,research/evidence-pack/tilsyn/dagligvaretilsynet-samarbeidsklima-2025.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.dagligvaretilsynet.no/s/dagligvare_rapport-yn2p.pdf,Samarbeidsklima 2023/2024; Samarbeidsklima-undersokelsen 2025,Dagligvaretilsynet,2023; 2025,NO,report,competition-enforcement; enforcement,P2,downloaded,research/evidence-pack/tilsyn/dagligvaretilsynet-samarbeidsklima-2025.pdf,register_in_report_and_source_layers,research/evidence-pack/download-backlog-2026-03-18.csv; research/evidence-pack/download-backlog-2026-04-20.csv,,2
https://www.diva-portal.org/,Soedertaelje Diet for a Green Planet evaluation,DIVA Portal,2023,SE,academic,benchmark,P2,downloaded,research/evidence-pack/akademia/sodertaelje-diet-green-planet-2023.pdf,locate_diva_record,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.emerald.com/bfj/article/126/13/143/1234171/What-does-it-take-to-close-the-loop-Lessons-from-a,What does it take to close the loop Lessons from a,,2024,INT,web-page,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/emerald-bfj-close-the-loop-citrus.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.emerald.com/qmr/article/24/3/341/360963/Practicing-mundane-consumer-resistance-in-the-REKO,Practicing mundane consumer resistance in the REKO,,2024,INT,web-page,alt-distribution,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/emerald-qmr-reko-resistance.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.fao.org/brasil/,PNAE Brazil country example,FAO / FNDE,2023,BR,report,benchmark,P2,downloaded,research/evidence-pack/internasjonal/pnae-brazil-fao-2023.pdf,download_fao_report,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.forbrukerradet.no/,Arbeidet for matsikkerhet maa prioriteres hoyere; Forbrukerradet,Forbrukerraadet,2026,NO,civil-society; report,beredskap,P3,downloaded,research/evidence-pack/bransje/forbrukerradet-matsikkerhet-2026.pdf,locate_march_2026_report,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/actors.ts,actor-forbrukerradet,3
https://www.forskningsradet.no/siteassets/publikasjoner/2023/et-samfunnsloft-for-barekraftig-for_21nov.pdf,et samfunnsloft for barekraftig for 21nov,Forskningsrådet,2024,NO,report-pdf,aquaculture-feed,P1,downloaded,research/evidence-pack/forskningsinstitutt/forskningsradet-samfunnsloft-barekraftig-for-2023.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.forskningsradet.no/siteassets/publikasjoner/2025/pa-vei-mot-barekraftig-for--20-grep-for-2026.pdf,pa vei mot barekraftig for  20 grep for 2026,Forskningsrådet,2024,NO,report-pdf,aquaculture-feed,P1,downloaded,research/evidence-pack/forskningsinstitutt/forskningsradet-barekraftig-for-2026.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.greenqueen.com.hk/stockeld-dreamery-vegan-cheese-shuts-down-plant-based-decline-funding/,Stockeld Dreamery shuts - plant-based decline foils funding,Green Queen,2024,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/stockeld-dreamery/media-greenqueen.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.hagar.is/media/fgpfwir5/fr%C3%A9ttatilkynning-hagar-4f-2024-25-ensk.pdf,Management report 2024/25,Hagar hf.,2025,IS,annual_report,annual-reports,P1,downloaded,research/evidence-pack/arsrapporter/hagar-2024-25.pdf,register_and_extract_key_figures,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://www.helsedirektoratet.no/,Helsedirektoratet; Skolemaaltid i Norge,Helsedirektoratet,2024,NO,government; report,horeca,P2,downloaded,research/evidence-pack/offentlig/helsedirektoratet-skolemaltid-2024.pdf,locate_skolemaltid_rapport,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/actors.ts,actor-helsedirektoratet,3
https://www.helsedirektoratet.no/rapporter/kartlegging-av-ernaeringsomradet,Kartlegging av ernaeringsomraadet 2024,Helsedirektoratet,2024,NO,report,horeca,P2,downloaded,research/evidence-pack/offentlig/helsedirektoratet-ernaering-2024.pdf,download_kartleggingsrapport,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.hi.no/hi/nettrapporter/rapport-fra-havforskningen-2024-4,rapport fra havforskningen 2024 4,Havforskningsinstituttet,2024,NO,report-html,general,P1,downloaded,research/evidence-pack/forskningsinstitutt/hi-nettrapporter/risikorapport-fiskeoppdrett-2024.md,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.hi.no/hi/nettrapporter/rapport-fra-havforskningen-2025-14,rapport fra havforskningen 2025 14,Havforskningsinstituttet,2024,NO,report-html,general,P1,downloaded,research/evidence-pack/forskningsinstitutt/hi-nettrapporter/risikorapport-fiskeoppdrett-2025.md,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.hi.no/hi/nettrapporter/rapport-fra-havforskningen-2026-7,rapport fra havforskningen 2026 7,Havforskningsinstituttet,2024,NO,report-html,general,P1,downloaded,research/evidence-pack/forskningsinstitutt/hi-nettrapporter/ressursoversikt-2026.md,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.hi.no/resources/23-2018-Framtidsrettet-mat_1408.pdf,23 2018 Framtidsrettet mat 1408,Havforskningsinstituttet,2024,NO,report-pdf,general,P1,downloaded,research/evidence-pack/forskningsinstitutt/hi-framtidsrettet-mat-2018.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.hi.no/resources/kunnskapsstatus-risikorapportar/2019/Kap_3_Miljoeffeter-som-folge-av-utslipp-av-loste-neringssalter-fra-fiskeoppdrett.pdf,Kap 3 Miljoeffeter som folge av utslipp av loste neringssalter fra fiskeoppdrett,Havforskningsinstituttet,2024,NO,report-pdf,aquaculture-feed,P1,downloaded,research/evidence-pack/forskningsinstitutt/hi-miljoeffekter-neringssalter-fiskeoppdrett-2019.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.hortidaily.com/article/9075157/swedish-vertical-farming-company-plantagon-international-bankrupt/,Swedish vertical farming Plantagon International bankrupt,HortiDaily,2019,INT,media,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/plantagon/media-hortidaily.pdf,snapshot_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.icagruppen.se/globalassets/xx.-arsredovisning-2024/250221_icagruppen_annual_report_2024.pdf,Annual Report 2024,ICA Gruppen,2025,SE,annual_report,annual-reports,P2,downloaded,research/evidence-pack/arsrapporter/ica-gruppen-annual-report-2024.pdf,register_and_extract_key_figures,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://www.icagruppen.se/press/,ICA Norge solgt til Coop Norge 2014,ICA Gruppen,2014,SE,press,failed-entrants,P2,downloaded,research/evidence-pack/media/ica-norge-salg-2014.pdf,archive_press_release,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.impactloop.com/artikel/impact-startups-that-failed-in-2025-and-what-they-can-teach-us,Impact startups that went bankrupt in 2025 lessons,Impact Loop,2025,EU,analysis,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/_overview/impactloop-failures-2025.pdf,snapshot_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.impactloop.com/artikel/is-vertical-farming-dead-another-startup-stumbles-as-scaling-proves-really-tough,Is vertical farming dead - Ljusgaarda stumbles scaling,Impact Loop,2024,NORDIC,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/ljusgarda/media-impactloop.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.intrafish.com/finance/hooked-foods-files-for-bankruptcy-after-seven-years/2-1-1929069,Hooked Foods files for bankruptcy after seven years,IntraFish,2026,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/hooked-foods/media-intrafish.pdf,paywall_attempt_or_abstract_snapshot,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.kbhmadhus.dk/,Koebenhavns Madhus; Maaltidstrategi og statusrapport 2025,Koebenhavns Madhus,2025,DK,public-body; strategy,benchmark,P2,downloaded,research/evidence-pack/internasjonal/kbh-madhus-strategi-2025.pdf,download_strategy_document,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/actors.ts,actor-kbh-madhus,3
https://www.kesko.fi/en/investor/,Q3 2025 investor presentation (DNBC Paris),Kesko,2025,FI,investor,horeca,P2,downloaded,research/evidence-pack/selskap/kesko-q3-2025-dnbc.pdf,download_from_kesko_ir,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.kfst.dk/,Evaluering af foedevarehandelsloven 2024; KFST / Konkurrence- og Forbrugerstyrelsen,KFST,2024,DK,regulator; report,enforcement,P2,downloaded,research/evidence-pack/nordisk/kfst-evaluering-foedevarehandelsloven-2024.pdf,download_evaluering_pdf,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/actors.ts,actor-kfst,3
https://www.kk.dk/,Koebenhavn Food Strategy 2019,Koebenhavns Kommune,2019,DK,rapport; strategy,horeca,P1,downloaded,research/evidence-pack/internasjonal/kbh-food-strategy-2019.pdf,download_strategy_document,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/sources.ts,src-149,3
https://www.kkv.fi/,KKV / Finnish Competition and Consumer Authority; SOK/Stockmann Delicatessen merger approval 2017,FCCA / KKV,2017,FI,decision; regulator,failed-entrants,P3,downloaded,research/evidence-pack/nordisk/kkv-sok-stockmann-2017.pdf,download_decision,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/actors.ts,actor-kkv,3
https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2024-4.pdf,Dagligvaruhandelns etablering i kommunerna,Konkurrensverket,2024,SE,report,local-concentration,P1,downloaded,research/evidence-pack/nordisk/konkurrensverket-2024-4-dagligvaruhandelns-etablering.pdf,register_in_nordic_report_layer,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2024-5_summary.pdf,rapport 2024 5 summary,Konkurrensverket,2024,SE,report-pdf,general,P1,downloaded,research/evidence-pack/nordisk/konkurrensverket-summary-2024.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.konkurrensverket.se/globalassets/dokument/informationsmaterial/rapporter-och-broschyrer/rapportserie/rapport_2025-5.pdf,Rapport 2025:5 livsmedelsutredningen; rapport 2025 5,Konkurrensverket,2024; 2025,SE,report; report-pdf,enforcement; general,P1,downloaded,research/evidence-pack/nordisk/konkurrensverket-2025-5-livsmedel.pdf,download_konkurrensverket_2025_5,research/evidence-pack/download-backlog-2026-04-20.csv; research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,2
https://www.mdpi.com/2071-1050/,REKO article (10471),MDPI Sustainability,2021,INT,academic,alt-distribusjon,P3,downloaded,research/evidence-pack/akademia/mdpi-reko-2021.pdf,locate_by_DOI,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.mdpi.com/2071-1050/13/18/10471,/2071-1050/13/18/10471,,2024,INT,journal-article,general,P2,downloaded,research/evidence-pack/akademia/perplexity-runde/mdpi-sustainability-food-waste.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.motiva.fi/,Guide for Responsible Procurement of Food 2026; Motiva - Guide for Responsible Procurement of Food (januar 2026); Motiva Oy,Motiva; Motiva Oy,2026,FI,guide; public-body; rapport,horeca,P1,downloaded,research/evidence-pack/internasjonal/motiva-responsible-food-procurement-2026.pdf,download_january_2026_guide,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/actors.ts; src/lib/data/sources.ts,actor-motiva-fi; src-150,5
https://www.mycostories.com/post/mycoprotein-producer-mycorena-s-bankruptcy-setback-or-fresh-start,Mycorena bankruptcy setback or fresh start,MycoStories,2024,INT,analysis,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/mycorena/analysis-mycostories.pdf,snapshot_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.nibio.no/en/projects/carbo-fertil-implementing-biochar-fertilizer-solution-in-norway-for-climate-and-food-production-benefits/_/attachment/inline/faa95bc9-8ee3-4a1b-817d-0025db91a2d5:31f4e0399e74ae5d1ee96b32a2ca63daaab0f5af/NIBIO_POP_2020_6_43.pdf,NIBIO POP 2020 6 43,NIBIO,2024,NO,report-pdf,circularity-ccs,P1,downloaded,research/evidence-pack/forskningsinstitutt/nibio-pop-biochar-carbo-fertil-2020.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.nibio.no/nyheter/ikkje-lett-a-bli-klok-pa-sjolvforsyning,Selvforsyning analyse 2026,NIBIO,2026,NO,report,beredskap,P2,downloaded,research/evidence-pack/offentlig/nibio-selvforsyning-2026.pdf,already_registered,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.norgesgruppen.no/finans/,NorgesGruppen registreringsdokument 02.06.2025 (NO0013462705),NorgesGruppen; NorgesGruppen ASA,2025,NO,prospectus; årsrapport,eiendom,P1,downloaded,research/evidence-pack/selskap/norgesgruppen-registreringsdokument-2025.pdf,download_from_ng_ir_pages,research/evidence-pack/download-backlog-2026-04-20.csv; src/lib/data/sources.ts,src-137,3
https://www.norgesgruppen.no/finans/finans-hjem/rapporter/,Ars- og baerekraftsrapport 2024 / halvaar 2025,NorgesGruppen,2024-2025,NO,annual_report,annual-reports,P2,downloaded,research/evidence-pack/arsrapporter/norgesgruppen-2024.pdf | research/evidence-pack/arsrapporter/norgesgruppen-halvarsrapport-2025.pdf,register_and_extract_key_figures,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://www.oecd.org/content/dam/oecd/en/publications/reports/2008/11/land-use-restrictions-as-barriers-to-entry_737d86fd/2650a0c1-en.pdf,2650a0c1 en; Land-use restrictions as barriers to entry,OECD,2008; 2024,INT,report; report-pdf,eiendom; property-power,P2; P3,downloaded,research/evidence-pack/internasjonal/oecd-land-use-barriers-2008.pdf,download_oecd_pdf,research/evidence-pack/download-backlog-2026-04-20.csv; research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,2
https://www.oecd.org/content/dam/oecd/en/publications/reports/2017/03/oecd-environmental-performance-reviews-korea-2017_g1g742d0/9789264268265-en.pdf,9789264268265 en; Environmental Performance Reviews Korea 2017,OECD,2017; 2024,INT; KR,report; report-pdf,benchmark; general,P2,downloaded,research/evidence-pack/internasjonal/oecd-korea-envreview-2017.pdf,download_oecd_review,research/evidence-pack/download-backlog-2026-04-20.csv; research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,2
https://www.onei-insectes.org/en/ynsect-difficultes-economiques,Ynsect - how world leader ended in receivership,ONEI,2025,FR,analysis,sirkular-konkurser,P3,downloaded,research/evidence-pack/sirkular-konkurser/_benchmarks/ynsect-onei.pdf,snapshot_analysis,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.peelpioneers.nl/,Corporate report 2024,PeelPioneers,2024,NL,corporate,benchmark,P2,downloaded,research/evidence-pack/internasjonal/peelpioneers-2024.pdf,locate_corporate_report,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.pty.fi/wp-content/uploads/2024/06/Paivittaistavarakauppa-ry-2024-EN.pdf,Finnish Grocery Trade Statistics 2024,PTY,2024,FI,industry_report,market-structure,P3,downloaded,research/evidence-pack/nordisk/pty-finnish-grocery-trade-statistics-2024.pdf,register_and_extract_market_share_series,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://www.rastechmagazine.com/billund-aquaculture-declares-bankruptcy-amid-financial-challenges/,Billund Aquaculture to declare bankruptcy amid financial challenges,RASTECH Magazine,2024,INT,media,sirkular-konkurser,P2,downloaded,research/evidence-pack/sirkular-konkurser/billund-aquaculture/media-rastech.pdf,snapshot_full_article,research/evidence-pack/download-backlog-sirkular-konkurser-2026-04-20.csv,,1
https://www.regeringen.se/,Livsmedelsstrategin 2.0 (2025),Regeringen Sverige,2025,SE,strategy,horeca,P3,downloaded,research/evidence-pack/nordisk/livsmedelsstrategin-2-sverige-2025.pdf,download_strategi_pdf,research/evidence-pack/download-backlog-2026-04-20.csv,,1
https://www.regeringen.se/contentassets/fc08dfb51d014b3996b719005beb146f/livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf,SOU 2024:8 Livsmedelsberedskap,Swedish Government / SOU,2024,SE,policy_report,beredskap,P2,downloaded,research/evidence-pack/nordisk/sou-2024-8-livsmedelsberedskap.pdf,register_in_source_or_policy_layers,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://www.regjeringen.no/contentassets/036ffda0c81e4b3f99456a78ec31df0e/arsrapport-dagligvaretilsynet-2024.pdf,arsrapport dagligvaretilsynet 2024,Regjeringen,2024,NO,report-pdf,competition,P1,downloaded,research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2024.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.regjeringen.no/contentassets/036ffda0c81e4b3f99456a78ec31df0e/konkurransetilsynet-kt-tildelingsbrev-for-2026.pdf,konkurransetilsynet kt tildelingsbrev for 2026,Regjeringen,2024,NO,report-pdf,competition,P1,downloaded,research/evidence-pack/offentlig/kt-tildelingsbrev-2026.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.regjeringen.no/contentassets/4f9881329d1843a2b4c03fd3c659cb4e/rapport-co2-handtering-i-norsk-landbasert-industri-frem-mot-2050.pdf,rapport co2 handtering i norsk landbasert industri frem mot 2050,Regjeringen,2024,NO,report-pdf,circularity-ccs,P1,downloaded,research/evidence-pack/offentlig/rapport-co2-handtering-norsk-industri-2050.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
https://www.regjeringen.no/contentassets/4ffb06296f2145909c6db2b1157c2bb1/no/pdfs/stm202420250004000dddpdfs.pdf,"Meld. St. 4 (2024-2025), dagligvare",Regjeringen,2024,NO,policy_report,policy,P2,downloaded,research/evidence-pack/offentlig/meld-st-4-2024-2025-dagligvare.pdf,register_in_source_or_policy_layers,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://www.regjeringen.no/contentassets/5a5cadf8907a4f4c94740d23d7c4c6e4/rapport-fra-matsvinnutvalget-anbefalinger-til-helhetlige-tiltak-og-virkemidler-31.12.23.pdf,Matsvinnutvalgets rapport,Regjeringen,2024,NO,policy_report,matsvinn,P2,downloaded,research/evidence-pack/offentlig/matsvinnutvalget-2024.pdf,register_in_source_or_policy_layers,research/evidence-pack/download-backlog-2026-03-18.csv,,1
https://www.regjeringen.no/contentassets/859d5021b8c84701800831babe1ff660/horingsnotat-om-forslag-til-endringer-i-lov-om-god-handelsskikk.pdf,Hoeringsnotat endringer i lov om god handelsskikk; horingsnotat om forslag til endringer i lov om god handelsskikk,Regjeringen,2024; 2025,NO,policy; report-pdf,competition; enforcement,P1,downloaded,research/evidence-pack/offentlig/horingsnotat-god-handelsskikk-2025.pdf,locate_exact_horing_id,research/evidence-pack/download-backlog-2026-04-20.csv; research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,2
https://www.regjeringen.no/contentassets/943cb244091d4b2fb3782f395d69b05b/en-gb/pdfs/stm201920200033000engpdfs.pdf,Meld. St. 27 (2019-2020) dagligvare; stm201920200033000engpdfs,Regjeringen,2020; 2024,NO,policy; report-pdf,eiendom; general,P1; P2,downloaded,research/evidence-pack/offentlig/meld-st-27-2019-2020-dagligvare.pdf,download_white_paper_pdf,research/evidence-pack/download-backlog-2026-04-20.csv; research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,2
https://www.regjeringen.no/contentassets/a46b6fc6d9e44882a47be0621ed899a4/no/pdfs/nou201120110004000dddpdfs.pdf,nou201120110004000dddpdfs,Regjeringen,2024,NO,report-pdf,general,P1,downloaded,research/evidence-pack/offentlig/nou-2011-4-mat-makt-avmakt-full.pdf,none,research/evidence-pack/download-backlog-perplexity-kilder-2026-04-20.csv,,1
