source_path,source_top_folder,filename,ext,size_bytes,modified_at,sha256,priority,project_fit,candidate_model,typed_layer_candidate,import_file_path,proposed_title,proposed_year,proposed_country,proposed_theme,proposed_doc_type,review_status,action,final_title,final_year,final_country,final_theme,final_doc_type,final_url,notes
Food Research Process 20.04.26/06_Company_And_Annual_Reports/ng_ars--og-barekraftsrapport-2024.pdf,06_Company_And_Annual_Reports,ng_ars--og-barekraftsrapport-2024.pdf,.pdf,42760898,2026-04-20T13:43:57.754Z,efd268f5c748ed279e97c3d6eb848b837c6f61579846abc6973964cc7be174d2,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/efd268f5c7-ng-ars-og-barekraftsrapport-2024.pdf,ng ars og barekraftsrapport 2024,2024,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/Reitan Retail 2025_Oppslag.pdf,06_Company_And_Annual_Reports,Reitan Retail 2025_Oppslag.pdf,.pdf,25886766,2026-04-20T08:20:22.773Z,9aca785b0e5bca9ced915ec0b903eb207d5dceb320803348728f81f618ce62eb,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/9aca785b0e-reitan-retail-2025-oppslag.pdf,Reitan Retail Annual- and sustainability report 2022,2022,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/06_Company_And_Annual_Reports/Slik får vi sunn og bærekraftig mat _ Framtiden i våre hender.pdf,06_Company_And_Annual_Reports,Slik får vi sunn og bærekraftig mat _ Framtiden i våre hender.pdf,.pdf,10687605,2026-04-20T13:09:45.023Z,a923b1b00b0b0501c94f3bd27e8d7fb619048191e46fd8e81c5be5545df77564,P1,yes,report-candidate,report,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/a923b1b00b-slik-far-vi-sunn-og-b-rekraftig-mat-framtiden-i-vare-hender.pdf,Slik får vi sunn og bærekraftig mat | Framtiden i våre hender,,,company-and-annual-reports,annual_report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/“Resilience Science Must-Knows”_ Landmark report shows how decision-makers can manage global crises - Stockholm Resilience Centre.pdf,07_Academic_Research_And_Theses,“Resilience Science Must-Knows”_ Landmark report shows how decision-makers can manage global crises - Stockholm Resilience Centre.pdf,.pdf,3364492,2026-04-20T13:46:53.078Z,a485999866c1a3d9ae91b46feabdb08f8fb1869b071d19b177202193927238bf,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/a485999866-resilience-science-must-knows-landmark-report-shows-how-decision-makers-can-manage-global-crises-stockholm-resilience-centre.pdf,“Resilience Science Must-Knows”: Landmark report shows how decision-makers can manage global crises - Stockholm Resilience Centre,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S0959378025000019-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S0959378025000019-main.pdf,.pdf,3200757,2026-04-20T13:29:00.473Z,833e96081e4b34824588f18769fdd8b2bba51e689c16a8beebbda5f9971a22b5,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/833e96081e-1-s2-0-s0959378025000019-main.pdf,Environmental impacts and food loss and waste in the U.S. aquatic food system,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2772801325000028-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S2772801325000028-main.pdf,.pdf,712198,2026-04-20T13:27:56.472Z,4481d7002ca62661970d3ed65405acba29680d5988b690cd1360f961c893cdac,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4481d7002c-1-s2-0-s2772801325000028-main.pdf,Willingness to pay for lettuce produced with fish sludge and human waste: The role of food neophobia,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2949750726000040-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S2949750726000040-main.pdf,.pdf,3603527,2026-04-20T13:28:54.416Z,f7cdfc25a0b93649314702a6bb6843964719561ab911845e0e45c155e278535c,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f7cdfc25a0-1-s2-0-s2949750726000040-main.pdf,"Regionalized composition analysis of Norwegian residual waste and its implications for recycling, emission accounting, and food waste avoidance",,no,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S3050835525000087-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S3050835525000087-main.pdf,.pdf,4927857,2026-04-20T13:28:31.691Z,8553635de7fb62970a380f7b6bb3d38d160526b66ca91ffd4580c2a8bdac077a,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8553635de7-1-s2-0-s3050835525000087-main.pdf,Too good to waste! Short-term and long-term effects of a leftover meals intervention program on household dinner food waste reduction,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S305083552600001X-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S305083552600001X-main.pdf,.pdf,1080779,2026-04-20T13:46:11.303Z,7e1efe89118eebd0e8b558969d0fc0a8cee96355e9e8e7d348546dc10edeb303,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7e1efe8911-1-s2-0-s305083552600001x-main.pdf,Impact of food retail market power on small food producers in Sweden: Challenges and opportunities,,se,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/250221_icagruppen_annual_report_2024.pdf,07_Academic_Research_And_Theses,250221_icagruppen_annual_report_2024.pdf,.pdf,12107576,2026-04-20T11:45:00.486Z,3c4874bccfb3b70f317b7352264474470f72a9868ec117eca83844755c4736a2,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3c4874bccf-250221-icagruppen-annual-report-2024.pdf,250221 icagruppen annual report 2024,2024,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/806685_Master_Thesis_Assessment_of_Grocery_eCommerce_in_Scandinavia_jumi18ab.pdf,07_Academic_Research_And_Theses,806685_Master_Thesis_Assessment_of_Grocery_eCommerce_in_Scandinavia_jumi18ab.pdf,.pdf,1310777,2026-04-20T13:34:46.944Z,85e4cae388aeeee5b0430e353f88e86be35f804738f60b95fea930c5aa81dfdc,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/85e4cae388-806685-master-thesis-assessment-of-grocery-ecommerce-in-scandinavia-jumi18ab.pdf,806685 Master Thesis Assessment of Grocery eCommerce in Scandinavia jumi18ab,,nordic,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/978-952-03-2923-5.pdf,07_Academic_Research_And_Theses,978-952-03-2923-5.pdf,.pdf,7986034,2026-04-20T13:38:12.141Z,62e3dc1040e827d2a3dfb7650a7357440fbaf39fd85805110dced253749d38a7,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/62e3dc1040-978-952-03-2923-5.pdf,978 952 03 2923 5,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Aarsrapport-Daglegvaretilsynet-2022.pdf,07_Academic_Research_And_Theses,Aarsrapport-Daglegvaretilsynet-2022.pdf,.pdf,1163168,2026-04-20T11:44:49.710Z,8feb1b6cc69d7b571ffb1924a340b3644d000146bec2b2918da9e5f1551a7e5e,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8feb1b6cc6-aarsrapport-daglegvaretilsynet-2022.pdf,Årsrapport for Daglegvaretilsynet              2022,2022,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/about-oecd-environmental-performance-reviews-brochure-2022-web.pdf,07_Academic_Research_And_Theses,about-oecd-environmental-performance-reviews-brochure-2022-web.pdf,.pdf,1507330,2026-04-20T13:04:10.619Z,596c3048e43fba3ac0bce655ec430d822b53642d3104fdb517f4040902527e46,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/596c3048e4-about-oecd-environmental-performance-reviews-brochure-2022-web.pdf,about oecd environmental performance reviews brochure 2022 web,2022,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/adlers_s_220222.pdf,07_Academic_Research_And_Theses,adlers_s_220222.pdf,.pdf,1486946,2026-04-20T13:37:36.598Z,ecc1e56f9491d225f6b70d1a49d990564a2ee8a110291ba195436a632f837783,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/ecc1e56f94-adlers-s-220222.pdf,adlers s 220222,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bama og Coop må slutte å motarbeide frukt-… _ Framtiden i våre hender.pdf,07_Academic_Research_And_Theses,Bama og Coop må slutte å motarbeide frukt-… _ Framtiden i våre hender.pdf,.pdf,9094814,2026-04-20T13:10:20.317Z,453da8163d8ce841c4cb4cd5e4a84ffceebc7f659bbfa60e5f3bf85d1bb4042d,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/453da8163d-bama-og-coop-ma-slutte-a-motarbeide-frukt-framtiden-i-vare-hender.pdf,Bama og Coop må slutte å motarbeide frukt-… | Framtiden i våre hender,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bilgic2025tht_VoR.pdf,07_Academic_Research_And_Theses,Bilgic2025tht_VoR.pdf,.pdf,720255,2026-04-20T13:28:36.668Z,f2e9e64b954aada343f09d3bae4b9450fde7a00c0e2aad7d83323a72d71541e1,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f2e9e64b95-bilgic2025tht-vor.pdf,untitled,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_2.pdf,07_Academic_Research_And_Theses,cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_2.pdf,.pdf,5223691,2026-04-20T13:16:44.861Z,e627428c942b6b081eb7f7c92d7cf47184c4518a5b8f30ee0156e57d26cf3487,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/e627428c94-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-2.pdf,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 2,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_3.pdf,07_Academic_Research_And_Theses,cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_3.pdf,.pdf,3917724,2026-04-20T13:16:47.480Z,b2260530c2af8079ba481f68dd801f9f8b0cbe5c2ecfa721ed1cd854426ebdae,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/b2260530c2-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-3.pdf,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 3,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_4.pdf,07_Academic_Research_And_Theses,cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_4.pdf,.pdf,6168964,2026-04-20T13:16:49.941Z,4c1e829dd6944798b46658586f91652c3bb447c0e472d1c77562ff260c809f06,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4c1e829dd6-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-4.pdf,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 4,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_5.pdf,07_Academic_Research_And_Theses,cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_5.pdf,.pdf,2411257,2026-04-20T13:16:42.160Z,e36f2878e975d5013bd9b4b805a31b5b2de1038e436f9df2aa63b1d5641bb056,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/e36f2878e9-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-5.pdf,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 5,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cheffelo-publicerar-trading-update-for-q1-2026.pdf,07_Academic_Research_And_Theses,cheffelo-publicerar-trading-update-for-q1-2026.pdf,.pdf,68608,2026-04-20T11:43:34.537Z,8cbe26254c54377cf0c3221690c8b090f294afb2ed0777fed82f97cbb3e21c52,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8cbe26254c-cheffelo-publicerar-trading-update-for-q1-2026.pdf,cheffelo publicerar trading update for q1 2026,2026,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Chen_Q_et_al_2021.pdf,07_Academic_Research_And_Theses,Chen_Q_et_al_2021.pdf,.pdf,2203473,2026-04-20T12:40:14.208Z,8bef9b1b2d48e78daa0d7630562fecd097bbfb753debe65243d50524b56d76c4,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8bef9b1b2d-chen-q-et-al-2021.pdf,"Jukuri, open repository of the Natural Resources Institute Finland (Luke)",,fi,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Coop_Norge_SA_årsrapport_2024_HR_1.pdf,07_Academic_Research_And_Theses,Coop_Norge_SA_årsrapport_2024_HR_1.pdf,.pdf,18322510,2026-04-20T13:14:18.038Z,743e935f8b6095eb673a23d9440359b415b25acc5454a744c60ee3f2d8aac084,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/743e935f8b-coop-norge-sa-arsrapport-2024-hr-1.pdf,Coop Norge SA årsrapport 2024 HR 1,2024,no,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/coop-danmark-aarsrapport-2024.pdf,07_Academic_Research_And_Theses,coop-danmark-aarsrapport-2024.pdf,.pdf,1151486,2026-04-20T08:20:27.371Z,00b7bf79388a8d573c00bccbc809c879705ce559b11e12129ab15c4f463f0a77,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/00b7bf7938-coop-danmark-aarsrapport-2024.pdf,coop danmark aarsrapport 2024,2024,dk,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/drager-og-vagene.pdf,07_Academic_Research_And_Theses,drager-og-vagene.pdf,.pdf,5958232,2026-04-20T13:42:30.285Z,5439ddcd60eb61e3a8a22663cad3d45a840d8c42960ef5e419a57665071549e1,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/5439ddcd60-drager-og-vagene.pdf,drager og vagene,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Dynamics-in-the-Swedish-Grocery-Retail-Industry.pdf,07_Academic_Research_And_Theses,Dynamics-in-the-Swedish-Grocery-Retail-Industry.pdf,.pdf,967902,2026-04-20T13:22:14.595Z,f11446f1793b1f2094428a0a624993c56cbeb8999788e78515e6e1b870a11914,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f11446f179-dynamics-in-the-swedish-grocery-retail-industry.pdf,Dynamics in the Swedish Grocery Retail Industry,,se,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/energies-18-04093.pdf,07_Academic_Research_And_Theses,energies-18-04093.pdf,.pdf,2871879,2026-04-20T13:28:15.185Z,1abac3892b01fc5f42c5f4c8cadded2590fbed38d4cdaf80f066a29a1d821494,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/1abac3892b-energies-18-04093.pdf,"Cascade Processing of Agricultural, Forest, and Marine Waste Biomass for Sustainable Production of Food, Feed, Biopolymers, and Bioenergy",,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/etmv-toimintakertomus-2023-liitteineen.pdf,07_Academic_Research_And_Theses,etmv-toimintakertomus-2023-liitteineen.pdf,.pdf,1555017,2026-04-20T11:54:43.748Z,f40fd2d16600114d2dc31a6fc6599914cf226dff76ca07bccc637241fe33063b,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f40fd2d166-etmv-toimintakertomus-2023-liitteineen.pdf,Microsoft Word - Toimintakertomus 2023 final.docx,2023,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Falasconi_etal_2025_Sustainability_Who_cleans.pdf,07_Academic_Research_And_Theses,Falasconi_etal_2025_Sustainability_Who_cleans.pdf,.pdf,439681,2026-04-20T12:40:41.154Z,76ed8c3c05abc1a16fb454580974d34bcbfae719b350f25b7279bb8e8f07a056,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/76ed8c3c05-falasconi-etal-2025-sustainability-who-cleans.pdf,Who Cleans the Plate? Quantity and Type of Food Waste in 78 Primary Schools’ Canteens in Italy,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Food-for-Thought-Green-Public-Procurement-and-Organic-Food.pdf,07_Academic_Research_And_Theses,Food-for-Thought-Green-Public-Procurement-and-Organic-Food.pdf,.pdf,478898,2026-04-20T13:38:22.213Z,3b38896e73da6e149e8033a494a32c48cd04e186b86e8c6a035a130c35d80e5f,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3b38896e73-food-for-thought-green-public-procurement-and-organic-food.pdf,Kappa 21-09-29.pdf,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Framtiden i våre hender åpner matbutikk! _ Framtiden i våre hender.pdf,07_Academic_Research_And_Theses,Framtiden i våre hender åpner matbutikk! _ Framtiden i våre hender.pdf,.pdf,7865554,2026-04-20T13:10:38.107Z,4aa258327fbf8a6584ccca9a53258ce65fff898ce15989c7fe0077ea1ea240ca,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4aa258327f-framtiden-i-vare-hender-apner-matbutikk-framtiden-i-vare-hender.pdf,Framtiden i våre hender åpner matbutikk! | Framtiden i våre hender,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Gapet i klimapolitikken _ Framtiden i våre hender.pdf,07_Academic_Research_And_Theses,Gapet i klimapolitikken _ Framtiden i våre hender.pdf,.pdf,13446251,2026-04-20T13:10:33.048Z,8e6cce65c4d2f8ddd15926ca38c6feacc857db575c28638f22bea54544867d02,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8e6cce65c4-gapet-i-klimapolitikken-framtiden-i-vare-hender.pdf,Gapet i klimapolitikken | Framtiden i våre hender,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/h_khandaker_210712.pdf,07_Academic_Research_And_Theses,h_khandaker_210712.pdf,.pdf,3735839,2026-04-20T13:37:29.966Z,31d14da08d08a3cda2ddb35f9052c1b2adb6831f3f06d2d559fe15dc56279f1f,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/31d14da08d-h-khandaker-210712.pdf,h khandaker 210712,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/HDR___Afgangsprojekt___Gruppe_25.pdf,07_Academic_Research_And_Theses,HDR___Afgangsprojekt___Gruppe_25.pdf,.pdf,3555763,2026-04-20T13:33:20.780Z,bdddbddf7d19b627da488d9bcfe7b160f66348a118a225a4d64ea7a31bc0d0fc,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/bdddbddf7d-hdr-afgangsprojekt-gruppe-25.pdf,HDR Afgangsprojekt Gruppe 25,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/HDR_Afgangsprojekt_maj_2024.pdf,07_Academic_Research_And_Theses,HDR_Afgangsprojekt_maj_2024.pdf,.pdf,1159726,2026-04-20T13:33:41.815Z,28bf4892a6a22dbace047df9d1ec99412f1e0e8056a16dbd7b08695eff375c91,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/28bf4892a6-hdr-afgangsprojekt-maj-2024.pdf,Rema 1000: Nøglen til succes på det danske detailmarked,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/hse_ethesis_14678.pdf,07_Academic_Research_And_Theses,hse_ethesis_14678.pdf,.pdf,1456567,2026-04-20T13:11:09.823Z,fc5c0c484e1b490a3babc454a8d7f09e7a882b23a9aa1c130b89050e0e317326,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/fc5c0c484e-hse-ethesis-14678.pdf,Retailer's role in reducing food waste Case study of Finnish retailers,,fi,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Hybrid-Supply-Chain-Models-in-Swedish-Grocery-Retail.pdf,07_Academic_Research_And_Theses,Hybrid-Supply-Chain-Models-in-Swedish-Grocery-Retail.pdf,.pdf,8095962,2026-04-20T13:10:55.859Z,5c1b2fbf7c82707cbca41aaf63c2df72d67c6258af05cea973bb85d4582e1d61,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/5c1b2fbf7c-hybrid-supply-chain-models-in-swedish-grocery-retail.pdf,Bachelor Thesis,,se,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/inns-202122-322s.pdf,07_Academic_Research_And_Theses,inns-202122-322s.pdf,.pdf,968376,2026-04-20T13:05:42.011Z,1650c2b0ee72b48bcfd28270d0b689d5a2cfe6e724bca17568b7beb3b4871b52,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/1650c2b0ee-inns-202122-322s.pdf,Innstilling,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/JRC92892_qms_h08_lcind_deliverable5_final_20141125.pdf,07_Academic_Research_And_Theses,JRC92892_qms_h08_lcind_deliverable5_final_20141125.pdf,.pdf,7242353,2026-04-20T12:39:41.411Z,552e2eaa3640ebc4ab39259a45fa781e10d457940852ea11ee22a8654a5a1f06,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/552e2eaa36-jrc92892-qms-h08-lcind-deliverable5-final-20141125.pdf,Indicators and targets for the reduction of the environmental impact of EU consumption: Basket-of-products indicators and prototype targets for the reduction of environmental impact of EU consumption (Deliverable 5),,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Learning-for-Crisis-Uppsala-County-Food-Security.pdf,07_Academic_Research_And_Theses,Learning-for-Crisis-Uppsala-County-Food-Security.pdf,.pdf,3114372,2026-04-20T13:38:41.643Z,4013aa06115f5477fc2940e13427feb592843bf51e56fbfe9ce6de7c4a4314fd,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4013aa0611-learning-for-crisis-uppsala-county-food-security.pdf,Learning for Crisis Uppsala County Food Security,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Lina-Orlova_Masteroppgave2019.pdf,07_Academic_Research_And_Theses,Lina-Orlova_Masteroppgave2019.pdf,.pdf,1051862,2026-04-20T13:13:31.737Z,f39079f2cd993d1044e4c3d0f8435a122d4cc5b144766e96a0e1b0a331698937,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f39079f2cd-lina-orlova-masteroppgave2019.pdf,Lina Orlova Masteroppgave2019,,,academic-research,thesis,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke_luobio_53_2020.pdf,07_Academic_Research_And_Theses,luke_luobio_53_2020.pdf,.pdf,3019702,2026-04-20T12:38:17.220Z,7f7bf560aa227a761f56c77d4418e6b686a4d7a62335c9f055d6ed270dbd9da1,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7f7bf560aa-luke-luobio-53-2020.pdf,luke luobio 53 2020,2020,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke-luobio_51_2025.pdf,07_Academic_Research_And_Theses,luke-luobio_51_2025.pdf,.pdf,3353166,2026-04-20T12:38:29.223Z,faf3878182410457c2e2700dad6f4752f0050bb3478de4718efa4d4317a414d0,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/faf3878182-luke-luobio-51-2025.pdf,Robust Food Waste Management Method for Food Services (Romance) : Final report.,,,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke-luobio_83_2023.pdf,07_Academic_Research_And_Theses,luke-luobio_83_2023.pdf,.pdf,1217534,2026-04-20T12:38:10.612Z,90699587a7f76b786a326d687acdf939c0bcfc6a14fa1818a2f5e0c221437ccb,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/90699587a7-luke-luobio-83-2023.pdf,"Perspectives on sustainable food systems and their development in Northern Ostrobothnia, Finland",,fi,academic-research,report,pending,review,,,,,,,
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Marie+Hebrok.pdf,07_Academic_Research_And_Theses,Marie+Hebrok.pdf,.pdf,16500621,2026-04-20T13:19:16.830Z,c3ed438dd6cf5fb1aa6b4e90b6d548d8e2912d1b01a9e5a086eb3ee09fc7d2b4,P2,yes,academic-candidate,thesis-or-report,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/c3ed438dd6-marie-hebrok.pdf,Doctor Thesis,,,academic-research,thesis,pending,review,,,,,,,
