source_path,import_file_path,source_top_folder,filename,current_title,analysis_title,analysis_title_source,remediation_suggested_title,proposed_doc_type,typed_layer_candidate,recommended_target,confidence,reason,primary_signals,caution_flags,score_source_doc,score_report,score_thesis,review_status,action,notes
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S0959378025000019-main.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/833e96081e-1-s2-0-s0959378025000019-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S0959378025000019-main.pdf,Environmental impacts and food loss and waste in the U.S. aquatic food system,Environmental impacts and food loss and waste in the U.S. aquatic food system,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2772801325000028-main.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4481d7002c-1-s2-0-s2772801325000028-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S2772801325000028-main.pdf,Willingness to pay for lettuce produced with fish sludge and human waste: The role of food neophobia,Willingness to pay for lettuce produced with fish sludge and human waste: The role of food neophobia,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2949750726000040-main.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f7cdfc25a0-1-s2-0-s2949750726000040-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S2949750726000040-main.pdf,"Regionalized composition analysis of Norwegian residual waste and its implications for recycling, emission accounting, and food waste avoidance","Regionalized composition analysis of Norwegian residual waste and its implications for recycling, emission accounting, and food waste avoidance",import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,7,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S3050835525000087-main.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8553635de7-1-s2-0-s3050835525000087-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S3050835525000087-main.pdf,Too good to waste! Short-term and long-term effects of a leftover meals intervention program on household dinner food waste reduction,Too good to waste! Short-term and long-term effects of a leftover meals intervention program on household dinner food waste reduction,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title punctuation reads like article or web-copy language; academic folder defaults to source material unless thesis/report is explicit.,title punctuation reads like article or web-copy language | academic folder defaults to source material unless thesis/report is explicit,,5,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S305083552600001X-main.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7e1efe8911-1-s2-0-s305083552600001x-main.pdf,07_Academic_Research_And_Theses,1-s2.0-S305083552600001X-main.pdf,Impact of food retail market power on small food producers in Sweden: Challenges and opportunities,Impact of food retail market power on small food producers in Sweden: Challenges and opportunities,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/250221_icagruppen_annual_report_2024.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3c4874bccf-250221-icagruppen-annual-report-2024.pdf,07_Academic_Research_And_Theses,250221_icagruppen_annual_report_2024.pdf,250221 icagruppen annual report 2024,250221 icagruppen annual report 2024,import_summary,,report,thesis-or-report,Report,high,Report-oriented signals lead this recommendation: title/filename matches annual report language; title/filename uses report language; review metadata proposed doc_type=report.,title/filename matches annual report language | title/filename uses report language | review metadata proposed doc_type=report | review metadata typed_layer_candidate=thesis-or-report,,2,17,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/806685_Master_Thesis_Assessment_of_Grocery_eCommerce_in_Scandinavia_jumi18ab.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/85e4cae388-806685-master-thesis-assessment-of-grocery-ecommerce-in-scandinavia-jumi18ab.pdf,07_Academic_Research_And_Theses,806685_Master_Thesis_Assessment_of_Grocery_eCommerce_in_Scandinavia_jumi18ab.pdf,806685 Master Thesis Assessment of Grocery eCommerce in Scandinavia jumi18ab,806685 Master Thesis Assessment of Grocery eCommerce in Scandinavia jumi18ab,import_summary,,thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename contains master thesis language; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report. Caution: title-remediation weak-title flags: artifact_label.,title/filename contains master thesis language | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,title-remediation weak-title flags: artifact_label,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/978-952-03-2923-5.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/62e3dc1040-978-952-03-2923-5.pdf,07_Academic_Research_And_Theses,978-952-03-2923-5.pdf,978 952 03 2923 5,978 952 03 2923 5,import_summary,TARU LEHTOKUNNAS Enacting a Circular Economy A multi-sited ethnography on food waste practices,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit. Caution: title-remediation weak-title flags: generic_short_title; unapplied title-remediation suggestion exists but was not used for classification.,academic folder defaults to source material unless thesis/report is explicit,title-remediation weak-title flags: generic_short_title | unapplied title-remediation suggestion exists but was not used for classification,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Aarsrapport-Daglegvaretilsynet-2022.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8feb1b6cc6-aarsrapport-daglegvaretilsynet-2022.pdf,07_Academic_Research_And_Theses,Aarsrapport-Daglegvaretilsynet-2022.pdf,Årsrapport for Daglegvaretilsynet 2022,Årsrapport for Daglegvaretilsynet 2022,import_summary,,report,thesis-or-report,Report,medium,Report-oriented signals lead this recommendation: title/filename matches arsrapport language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report.,title/filename matches arsrapport language | review metadata proposed doc_type=report | review metadata typed_layer_candidate=thesis-or-report,,2,13,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/about-oecd-environmental-performance-reviews-brochure-2022-web.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/596c3048e4-about-oecd-environmental-performance-reviews-brochure-2022-web.pdf,07_Academic_Research_And_Theses,about-oecd-environmental-performance-reviews-brochure-2022-web.pdf,about oecd environmental performance reviews brochure 2022 web,about oecd environmental performance reviews brochure 2022 web,import_summary,"Environmental Performance Reviews oe.cd/epr EVIDENCE-BASED, SYSTEMATIC, COUNTRY-TAILORED",report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title/filename uses brochure language; academic folder defaults to source material unless thesis/report is explicit. Caution: title-remediation weak-title flags: artifact_label; unapplied title-remediation suggestion exists but was not used for classification.,title/filename uses brochure language | academic folder defaults to source material unless thesis/report is explicit,title-remediation weak-title flags: artifact_label | unapplied title-remediation suggestion exists but was not used for classification,9,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/adlers_s_220222.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/ecc1e56f94-adlers-s-220222.pdf,07_Academic_Research_And_Theses,adlers_s_220222.pdf,adlers s 220222,adlers s 220222,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bama og Coop må slutte å motarbeide frukt-… _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/453da8163d-bama-og-coop-ma-slutte-a-motarbeide-frukt-framtiden-i-vare-hender.pdf,07_Academic_Research_And_Theses,Bama og Coop må slutte å motarbeide frukt-… _ Framtiden i våre hender.pdf,Bama og Coop må slutte å motarbeide frukt-… | Framtiden i våre hender,Bama og Coop må slutte å motarbeide frukt-… | Framtiden i våre hender,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; title punctuation reads like article or web-copy language; academic folder defaults to source material unless thesis/report is explicit.,title is formatted like a web or page capture | title punctuation reads like article or web-copy language | academic folder defaults to source material unless thesis/report is explicit,,9,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bilgic2025tht_VoR.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f2e9e64b95-bilgic2025tht-vor.pdf,07_Academic_Research_And_Theses,Bilgic2025tht_VoR.pdf,untitled,untitled,import_summary,"© 2025 The Authors Water Science & Technology Vol 91 No 11, 1234 doi: 10.2166/wst.2025.068 Thermal hydrolysis treatment of digestates derived from food waste and sewage sludge – effect on residual methane potential",report,thesis-or-report,Hold,low,Placeholder or artifact-style title with no strong typed-layer signal. Keep this row out of typed promotion until the title or metadata is remediated.,,title-remediation weak-title flags: artifact_label | unapplied title-remediation suggestion exists but was not used for classification,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_2.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/e627428c94-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-2.pdf,07_Academic_Research_And_Theses,cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_2.pdf,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 2,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 2,import_summary,,report,thesis-or-report,Hold,low,Placeholder or artifact-style title with no strong typed-layer signal. Keep this row out of typed promotion until the title or metadata is remediated.,,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_3.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/b2260530c2-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-3.pdf,07_Academic_Research_And_Theses,cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_3.pdf,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 3,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 3,import_summary,,report,thesis-or-report,Hold,low,Placeholder or artifact-style title with no strong typed-layer signal. Keep this row out of typed promotion until the title or metadata is remediated.,,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_4.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4c1e829dd6-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-4.pdf,07_Academic_Research_And_Theses,cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_4.pdf,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 4,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 4,import_summary,,report,thesis-or-report,Hold,low,Placeholder or artifact-style title with no strong typed-layer signal. Keep this row out of typed promotion until the title or metadata is remediated.,,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_5.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/e36f2878e9-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-5.pdf,07_Academic_Research_And_Theses,cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_5.pdf,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 5,cellar 1fefebb0 1b4e 11ee 806b 01aa75ed71a1 0001 02 DOC 5,import_summary,,report,thesis-or-report,Hold,low,Placeholder or artifact-style title with no strong typed-layer signal. Keep this row out of typed promotion until the title or metadata is remediated.,,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/cheffelo-publicerar-trading-update-for-q1-2026.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8cbe26254c-cheffelo-publicerar-trading-update-for-q1-2026.pdf,07_Academic_Research_And_Theses,cheffelo-publicerar-trading-update-for-q1-2026.pdf,cheffelo publicerar trading update for q1 2026,cheffelo publicerar trading update for q1 2026,import_summary,,report,thesis-or-report,Report,medium,Report-oriented signals lead this recommendation: title/filename matches trading update language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report.,title/filename matches trading update language | review metadata proposed doc_type=report | review metadata typed_layer_candidate=thesis-or-report,,2,13,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Chen_Q_et_al_2021.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8bef9b1b2d-chen-q-et-al-2021.pdf,07_Academic_Research_And_Theses,Chen_Q_et_al_2021.pdf,"Jukuri, open repository of the Natural Resources Institute Finland (Luke)","Jukuri, open repository of the Natural Resources Institute Finland (Luke)",import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Coop_Norge_SA_årsrapport_2024_HR_1.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/743e935f8b-coop-norge-sa-arsrapport-2024-hr-1.pdf,07_Academic_Research_And_Theses,Coop_Norge_SA_årsrapport_2024_HR_1.pdf,Coop Norge SA årsrapport 2024 HR 1,Coop Norge SA årsrapport 2024 HR 1,import_summary,,report,thesis-or-report,Report,medium,Report-oriented signals lead this recommendation: title/filename matches arsrapport language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report.,title/filename matches arsrapport language | review metadata proposed doc_type=report | review metadata typed_layer_candidate=thesis-or-report,,2,13,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/coop-danmark-aarsrapport-2024.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/00b7bf7938-coop-danmark-aarsrapport-2024.pdf,07_Academic_Research_And_Theses,coop-danmark-aarsrapport-2024.pdf,coop danmark aarsrapport 2024,coop danmark aarsrapport 2024,import_summary,,report,thesis-or-report,Report,medium,Report-oriented signals lead this recommendation: title/filename matches arsrapport language; review metadata proposed doc_type=report; review metadata typed_layer_candidate=thesis-or-report.,title/filename matches arsrapport language | review metadata proposed doc_type=report | review metadata typed_layer_candidate=thesis-or-report,,2,13,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/drager-og-vagene.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/5439ddcd60-drager-og-vagene.pdf,07_Academic_Research_And_Theses,drager-og-vagene.pdf,drager og vagene,drager og vagene,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Dynamics-in-the-Swedish-Grocery-Retail-Industry.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f11446f179-dynamics-in-the-swedish-grocery-retail-industry.pdf,07_Academic_Research_And_Theses,Dynamics-in-the-Swedish-Grocery-Retail-Industry.pdf,Dynamics in the Swedish Grocery Retail Industry,Dynamics in the Swedish Grocery Retail Industry,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/energies-18-04093.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/1abac3892b-energies-18-04093.pdf,07_Academic_Research_And_Theses,energies-18-04093.pdf,"Cascade Processing of Agricultural, Forest, and Marine Waste Biomass for Sustainable Production of Food, Feed, Biopolymers, and Bioenergy","Cascade Processing of Agricultural, Forest, and Marine Waste Biomass for Sustainable Production of Food, Feed, Biopolymers, and Bioenergy",import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/etmv-toimintakertomus-2023-liitteineen.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f40fd2d166-etmv-toimintakertomus-2023-liitteineen.pdf,07_Academic_Research_And_Theses,etmv-toimintakertomus-2023-liitteineen.pdf,Elintarvikemarkkinavaltuutetun toimintakertomus 2023,Elintarvikemarkkinavaltuutetun toimintakertomus 2023,review_csv,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Falasconi_etal_2025_Sustainability_Who_cleans.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/76ed8c3c05-falasconi-etal-2025-sustainability-who-cleans.pdf,07_Academic_Research_And_Theses,Falasconi_etal_2025_Sustainability_Who_cleans.pdf,Who Cleans the Plate? Quantity and Type of Food Waste in 78 Primary Schools’ Canteens in Italy,Who Cleans the Plate? Quantity and Type of Food Waste in 78 Primary Schools’ Canteens in Italy,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title punctuation reads like article or web-copy language; academic folder defaults to source material unless thesis/report is explicit.,title punctuation reads like article or web-copy language | academic folder defaults to source material unless thesis/report is explicit,,5,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Food-for-Thought-Green-Public-Procurement-and-Organic-Food.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3b38896e73-food-for-thought-green-public-procurement-and-organic-food.pdf,07_Academic_Research_And_Theses,Food-for-Thought-Green-Public-Procurement-and-Organic-Food.pdf,Kappa 21-09-29.pdf,Kappa 21-09-29.pdf,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Framtiden i våre hender åpner matbutikk! _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4aa258327f-framtiden-i-vare-hender-apner-matbutikk-framtiden-i-vare-hender.pdf,07_Academic_Research_And_Theses,Framtiden i våre hender åpner matbutikk! _ Framtiden i våre hender.pdf,Framtiden i våre hender åpner matbutikk! | Framtiden i våre hender,Framtiden i våre hender åpner matbutikk! | Framtiden i våre hender,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; title punctuation reads like article or web-copy language; academic folder defaults to source material unless thesis/report is explicit.,title is formatted like a web or page capture | title punctuation reads like article or web-copy language | academic folder defaults to source material unless thesis/report is explicit,,9,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Gapet i klimapolitikken _ Framtiden i våre hender.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8e6cce65c4-gapet-i-klimapolitikken-framtiden-i-vare-hender.pdf,07_Academic_Research_And_Theses,Gapet i klimapolitikken _ Framtiden i våre hender.pdf,Gapet i klimapolitikken | Framtiden i våre hender,Gapet i klimapolitikken | Framtiden i våre hender,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: title is formatted like a web or page capture; academic folder defaults to source material unless thesis/report is explicit.,title is formatted like a web or page capture | academic folder defaults to source material unless thesis/report is explicit,,6,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/h_khandaker_210712.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/31d14da08d-h-khandaker-210712.pdf,07_Academic_Research_And_Theses,h_khandaker_210712.pdf,h khandaker 210712,h khandaker 210712,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/HDR___Afgangsprojekt___Gruppe_25.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/bdddbddf7d-hdr-afgangsprojekt-gruppe-25.pdf,07_Academic_Research_And_Theses,HDR___Afgangsprojekt___Gruppe_25.pdf,HDR Afgangsprojekt Gruppe 25,HDR Afgangsprojekt Gruppe 25,import_summary,,report,thesis-or-report,Thesis,medium,Explicit thesis signals lead this recommendation: title/filename contains afgangsprojekt language; review metadata typed_layer_candidate=thesis-or-report.,title/filename contains afgangsprojekt language | review metadata typed_layer_candidate=thesis-or-report,,2,3,12,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/HDR_Afgangsprojekt_maj_2024.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/28bf4892a6-hdr-afgangsprojekt-maj-2024.pdf,07_Academic_Research_And_Theses,HDR_Afgangsprojekt_maj_2024.pdf,Rema 1000: Nøglen til succes på det danske detailmarked,Rema 1000: Nøglen til succes på det danske detailmarked,import_summary,,report,thesis-or-report,Thesis,medium,Explicit thesis signals lead this recommendation: title/filename contains afgangsprojekt language; review metadata typed_layer_candidate=thesis-or-report.,title/filename contains afgangsprojekt language | review metadata typed_layer_candidate=thesis-or-report,,2,3,12,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/hse_ethesis_14678.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/fc5c0c484e-hse-ethesis-14678.pdf,07_Academic_Research_And_Theses,hse_ethesis_14678.pdf,Retailer's role in reducing food waste Case study of Finnish retailers,Retailer's role in reducing food waste Case study of Finnish retailers,import_summary,,thesis,thesis-or-report,Thesis,medium,Explicit thesis signals lead this recommendation: review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report.,review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,,2,5,8,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/Hybrid-Supply-Chain-Models-in-Swedish-Grocery-Retail.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/5c1b2fbf7c-hybrid-supply-chain-models-in-swedish-grocery-retail.pdf,07_Academic_Research_And_Theses,Hybrid-Supply-Chain-Models-in-Swedish-Grocery-Retail.pdf,Bachelor Thesis,Bachelor Thesis,import_summary,"Hybrid Supply Chain Models in Swedish Grocery Retail: Balancing Cost Drivers, Environmental Sustainability and Social Responsibility BACHELOR THESIS WITHIN: Major in Business Administration",thesis,thesis-or-report,Thesis,high,Explicit thesis signals lead this recommendation: title/filename contains bachelor thesis language; review metadata proposed doc_type=thesis; review metadata typed_layer_candidate=thesis-or-report. Caution: title-remediation weak-title flags: generic_short_title; unapplied title-remediation suggestion exists but was not used for classification.,title/filename contains bachelor thesis language | review metadata proposed doc_type=thesis | review metadata typed_layer_candidate=thesis-or-report,title-remediation weak-title flags: generic_short_title | unapplied title-remediation suggestion exists but was not used for classification,2,1,18,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
Food Research Process 20.04.26/07_Academic_Research_And_Theses/inns-202122-322s.pdf,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/1650c2b0ee-inns-202122-322s.pdf,07_Academic_Research_And_Theses,inns-202122-322s.pdf,Innstilling,Innstilling,import_summary,,report,thesis-or-report,SourceDoc,medium,Source-material signals lead this recommendation: academic folder defaults to source material unless thesis/report is explicit.,academic folder defaults to source material unless thesis/report is explicit,,2,3,2,pretriaged,import,Pretriaged 2026-04-20: thematic PDF in curated folder. Verify metadata and final project fit before production use.
